title,author,abstract,url,pages,doi,bibkey,project
The effects of roadways on lakes and ponds: a systematic review and assessment of knowledge gaps,"Heather Dixon, Mariam Elmarsafy, Natasha Hannan, Vivian Gao, Caitlin Wright, Layana Khan, Derek K. Gray, ","As the global population increases, the expansion of road networks has led to the destruction and disturbance of terrestrial and aquatic habitats. Road-related stressors have significant effects on both lotic and lentic habitats. While there are several systematic reviews that evaluate the effects of roads on lotic environments, there are none that consider their effects on lentic habitats only. We conducted a literature review to achieve two objectives: (1) to summarize the effects of roads on the physical, chemical, and biological properties of lentic environments; and (2) to identify biases and gaps in our current knowledge of the effects of roads on lentic habitats, so that we could find promising areas for future research. Our review found 172 papers published between 1970 and 2020. The most frequently studied stressors associated with roads included road salt and heavy metal contamination (67 and 43 papers, respectively), habitat fragmentation (37 papers), and landscape change (14 papers). These stressors can lead to alterations in conductivity and chloride levels, changes in lake stratification patterns, increases in heavy metal concentrations in water and organisms, and significant mortality as amphibians disperse across roadways. We also identified a variety of other stressors that may be understudied based on their frequency of appearance in our search results, including polycyclic aromatic hydrocarbons, road dust, increased accessibility, hydrological changes, noise pollution, dust suppressants, sedimentation, invasive species introductions, and water withdrawal. Our review indicated that there are strong geographic biases in published studies, with 57.0% examining North American sites and 30.2% examining European sites. Furthermore, there were taxonomic biases in the published literature, with most studies focusing on amphibians (41.7%), fish (15.6%), and macroinvertebrates (14.6%), while few considered zooplankton (8.3%), diatoms (7.3%), amoebas (5.2%), water birds (3.1%), reptiles (2.1%), and macrophytes (1.0%). Based on our review, we have identified promising areas for future research for each of the major stressors related to roadways. However, we speculate that rectifying the geographic and taxonomic bias of our current knowledge could significantly advance our understanding of the impacts of roads on lentic environments, thereby better informing environmental management of these important habitats.",G22-74001,,10.1139/er-2022-0022,Dixon-2022-The,Core Technical Team
"Freezing Rain Events that Impacted the Province of New Brunswick, Canada, and Their Evolution in a Warmer Climate","Julien Chartrand, Julie M. Thériault, Sébastien Marinier, ","ABSTRACT Winter storms in eastern Canada can bring heavy precipitation, including large amounts of freezing rain. The resulting ice accumulation on structures such as trees and power lines can lead to widespread power outages and damage to infrastructure. The objective of this study is to provide a better understanding of the processes that led to extreme freezing rain events over New Brunswick (NB), Canada, during past events and how they may change in the future. To accomplish this, freezing rain events that affected the power network over NB were identified and analysed using high-resolution convection-permitting simulations. These simulations were produced from 2000 to 2013 climate data and using the pseudo global warming (WRF-PGW) approach, assuming warmer climate conditions. Our results show that through the process of cold air damming, the Appalachians enhance the development of strong temperature inversions, leading to an increase in the amount of freezing rain in central and southern NB. The occurrence of freezing rain events generally decreases by 40% in southern and eastern NB, while the occurrence of long-duration events (>6 h) increases slightly in northwestern NB in the WRF-PGW simulation. Overall, key local orographic effects that influence atmospheric conditions favorable for freezing precipitation were identified. This knowledge will enable us to better anticipate the impact of climate change on similar storms.",G22-75001,1-17,10.1080/07055900.2022.2092444,Chartrand-2022-Freezing,Climate-Related Precipitation Extremes
"The Severe Multi-Day October 2019 Snow Storm Over Southern Manitoba, Canada","John Hanesiak, Ronald E. Stewart, Dylan Painchaud-Niemi, Shawn M. Milrad, George Liu, Michael Vieira, Julie M. Thériault, Mélissa Cholette, Kyle Ziolkowski, ","ABSTRACT A devastating storm struck southern Manitoba, Canada on 10–13 October 2019, producing a large region of mainly sticky and wet snow. Accumulations reached 75 cm, wind gusts exceeded 100 km h−1, and surface temperature (T) remained near 0°C (−1°C ≤ T ≤ 1°C) for up to 88 h. It produced the largest October snowfall and was the earliest to produce at least 20 cm since 1872 in Winnipeg. These factors led to unparalleled damage and power restoration challenges for Manitoba Hydro and, with leaves still largely on vegetation, the most damaging storm to Winnipeg’s trees ever recorded. The storm’s track was uncommon, and produced elevated convection related to buoyancy-driven instability and conditional symmetric instability (CSI), with a moist absolutely unstable layer (MAUL) near 500 hPa. Instabilities were released via lift through lower-tropospheric warm advection and frontogenesis, differential cyclonic vorticity advection, and jet streak dynamics. Precipitation bands, elevated convection, and lake effect snow bands enhanced local snowfall. Snow adhering to structures was not always wet but, when present, it sometimes occurred because of incomplete freezing of particles partially melted aloft in a near-surface (<100 m deep) inversion. Although other storms over the historical record have produced a similar combination of severe precipitation, temperature and wind conditions, none have done this for such a long period.",G22-76001,65-87,10.1080/07055900.2022.2060794,Hanesiak-2022-The,Climate-Related Precipitation Extremes
Changes in freezing rain occurrence over eastern Canada using convection-permitting climate simulations,"Sébastien Marinier, Julie M. Thériault, Kyoko Ikeda, Sébastien Marinier, Julie M. Thériault, Kyoko Ikeda, ","Abstract Freezing precipitation has major consequences for ground and air transportation, the health of citizens, and power networks. Previous studies using coarse resolution climate models have shown a northward migration of freezing rain in the future. Increased model resolution can better define local topography leading to improved representation of conditions that are favorable for freezing rain. The goal of this study is to examine the climatology and characteristics of future freezing rain events using very-high resolution climate simulations. Historical and pseudo-global warming simulations with a 4-km horizontal grid length were used and compared with available observations. Simulations revealed a northerly shift of freezing rain occurrence, and an increase in the winter. Freezing rain was still shown to occur in the Saint-Lawrence River Valley in a warmer climate, primarily due to stronger wind channeling. Up to 50% of the future freezing rain events also occurred in present day climate within 12 h of each other. In northern Maine, they are typically shorter than 6 h in current climate and longer than 6 h in warmer conditions due to the onset of precipitation during low-pressure systems occurrences. The occurrence of freezing rain also locally increases slightly north of Québec City in a warmer climate because of freezing rain that is produced by warm rain processes. Overall, the study shows that high-resolution regional climate simulations are needed to study freezing rain events in warmer climate conditions, because high horizontal resolutions better define small-scale topographic features and local physical mechanisms that have an influence on these events.",G22-77001,,10.1007/s00382-022-06370-6,Marinier-2022-Changes,Climate-Related Precipitation Extremes
Meteorological Factors Responsible for Major Power Outages during a Severe Freezing Rain Storm over Eastern Canada,"Julie M. Thériault, Vanessa McFadden, Hadleigh D. Thompson, Mélissa Cholette, ","Abstract Winter precipitation is the source of many inconveniences in many regions of North America, for both infrastructure and the economy. The ice storm that hit the Canadian Maritime Provinces on 24–26 January 2017 remains one of the most expensive in history for the province of New Brunswick. Up to 50 mm of freezing rain caused power outages across the province, depriving up to one-third of New Brunswick residences of electricity, with some outages lasting 2 weeks. This study aims to use high-resolution atmospheric modeling to investigate the meteorological conditions during this severe storm and their contribution to major power outages. The persistence of a deep warm layer aloft, coupled with the slow movement of the associated low pressure system, contributed to widespread ice accumulation. When combined with the strong winds observed, extensive damage to electricity networks was inevitable. A 2-m temperature cold bias was identified between the simulation and the observations, in particular during periods of freezing rain. In the northern part of New Brunswick, cold-air advection helped keep temperatures below 0°C, while in southern regions, the 2-m temperature increased rapidly to slightly above 0°C because of radiational heating. The knowledge gained in this study on the processes associated with either maintaining or stopping freezing rain will enhance the ability to forecast and, in turn, to mitigate the hazards associated with those extreme events. Significance Statement A slow-moving low pressure system produced up to 50 mm of freezing rain for 31 h along the east coast of New Brunswick, Canada, on 24–26 January 2017, causing unprecedented power outages. Warm-air advection aloft, along with a combination of higher wind speeds and large amounts of ice accumulation, created ideal conditions for severe freezing rain. The storm began with freezing rain along the entire north–south cross section of eastern New Brunswick and changed to rain only in the south, when local temperatures increased to >0°C. Near-surface cold-air advection kept temperatures below 0°C in the north. Warming from the latent heat produced by freezing contributed to persistent near-0°C conditions during freezing rain.",G22-78001,1239-1255,10.1175/jamc-d-21-0217.1,Thériault-2022-Meteorological,Climate-Related Precipitation Extremes
Quantifying the Impact of Precipitation-Type Algorithm Selection on the Representation of Freezing Rain in an Ensemble of Regional Climate Model Simulations,"Christopher D. McCray, Julie M. Thériault, Dominique Paquin, Émilie Bresson, ","Abstract Given their potentially severe impacts, understanding how freezing rain events may change as the climate changes is of great importance to stakeholders including electrical utility companies and local governments. Identification of freezing rain in climate models requires the use of precipitation-type algorithms, and differences between algorithms may lead to differences in the types of precipitation identified for a given thermodynamic profile. We explore the uncertainty associated with algorithm selection by applying four algorithms (Cantin and Bachand, Baldwin, Ramer, and Bourgouin) offline to an ensemble of simulations of the fifth-generation Canadian Regional Climate Model (CRCM5) at 0.22° grid spacing. First, we examine results for the CRCM5 driven by ERA-Interim reanalysis to analyze how well the algorithms reproduce the recent climatology of freezing rain and how results vary depending on algorithm parameters and the characteristics of available model output. We find that while the Ramer and Baldwin algorithms tend to be better correlated with observations than Cantin and Bachand or Bourgouin, their results are highly sensitive to algorithm parameters and to the number of pressure levels used. We also apply the algorithms to four CRCM5 simulations driven by different global climate models (GCMs) and find that the uncertainty associated with algorithm selection is generally similar to or greater than that associated with choice of driving GCM for the recent past climate. Our results provide guidance for future studies on freezing rain in climate simulations and demonstrate the importance of accounting for uncertainty between algorithms when identifying precipitation type from climate model output. Significance Statement Freezing rain events and ice storms can have major consequences, including power outages and dangerous road conditions. It is therefore important to understand how climate change might affect the frequency and severity of these events. One source of uncertainty in climate studies of these events is related to the choice of algorithm used to detect freezing rain in model output. We compare the frequency of freezing rain identified using four different algorithms and find sometimes large differences depending on the algorithm chosen over some regions. Our findings highlight the importance of taking this source of uncertainty into account and will provide researchers with guidance as to which algorithms are best suited for climate studies of freezing rain.",G22-3002,1107-1122,10.1175/jamc-d-21-0202.1,McCray-2022-Quantifying,Others
Hydrologic‐land surface modelling of the Canadian sporadic‐discontinuous permafrost: Initialization and uncertainty propagation,"Mohamed S. Abdelhamed, Mohamed Elshamy, H. S. Wheater, Saman Razavi, ","Permafrost thaw has been observed in recent decades in the Northern Hemisphere and is expected to accelerate with continued global warming. Predicting the future of permafrost requires proper representation of the interrelated surface/subsurface thermal and hydrologic regimes. Land surface models (LSMs) are well suited for such predictions, as they couple heat and water interactions across soil-vegetation-atmosphere interfaces and can be applied over large scales. LSMs, however, are challenged by the long-term thermal and hydraulic memories of permafrost and the paucity of historical records to represent permafrost dynamics under transient climate conditions. In this study, we aim to understand better how LSMs function under different spin-up states, which facilitates addressing the challenge of model initialization by characterizing the impact of initial climate conditions and initial soil frozen and liquid water contents on the simulation length required to reach equilibrium. Further, we quantify how the uncertainty in model initialization propagates to simulated permafrost dynamics. Modelling experiments are conducted with the Modélisation Environmentale Communautaire—Surface and Hydrology (MESH) framework and its embedded Canadian land surface scheme (CLASS). The study area is in the Liard River basin in the Northwest Territories of Canada with sporadic and discontinuous regions. Results show that uncertainty in model initialization controls various attributes of simulated permafrost, especially the active layer thickness, which could change by 0.5–1.5 m depending on the initial condition chosen. The least number of spin-up cycles is achieved with near field capacity condition, but the number of cycles varies depending on the spin-up year climate. We advise an extended spin-up of 200–1000 cycles to ensure proper model initialization under different climatic conditions and initial soil moisture contents.",G22-79001,,10.1002/hyp.14509,Abdelhamed-2022-Hydrologic‐land,Integrated Modelling Program for Canada (IMPC)
Comparing the applicability of hydro-economic modelling approaches for large-scale decision-making in multi-sectoral and multi-regional river basins,"Leila Eamen, Roy Brouwer, Saman Razavi, ","A traditional engineering-based approach to hydro-economic modelling is to connect a partial equilibrium economic assessment, e.g., changes in sectoral production, to a detailed water resources system model. Since the 1990s, another approach emerged where water data are incorporated into a macro-economic model, e.g., a computable general equilibrium or input-output model, to estimate both direct and indirect economic impacts. This study builds on these different approaches and compares the outcomes from three models in the transboundary Saskatchewan River Basin in Canada. The economic impacts of drought and socioeconomic development are estimated using an engineering-based model, a macro-economic model, and a model that integrates a water resources model and a macro-economic model. Findings indicate that although the integrated model is more challenging to develop, its results seem most relevant for water allocation, owing to capturing both regional and sectoral economic interdependencies and key features of the water resources system in more detail. • We compare three hydro-economic modelling approaches in a transboundary river basin. • Their applicability is examined under drought and economic development scenarios. • Usefulness of integrating water management and macroeconomic models is demonstrated. • Ignoring linkages between basins and sectors affects the model simulation results. • This may mislead water allocation decision-making in transboundary river basins.",G22-80001,105385,10.1016/j.envsoft.2022.105385,Eamen-2022-Comparing,Integrated Modelling Program for Canada (IMPC)
River rhythmicity: A conceptual means of understanding and leveraging the relational values of rivers,"Sue Jackson, Elizabeth P. Anderson, Natalia C. Piland, Solomon Carriere, Lilia Java, Timothy D. Jardine, ",en,G22-81001,949-962,10.1002/pan3.10335,Jackson-2022-River,Integrated Modelling Program for Canada (IMPC)
Climate change impact on water supply and hydropower generation potential in Northern Manitoba,"Su Jin Kim, Masoud Asadzadeh, Tricia A. Stadnyk, ","Lower Nelson River Basin, Manitoba, Canada Hydroelectricity makes up almost 97% of electricity generated in Manitoba, of which over 70% of its generation capacity is installed along the Lower Nelson River (LNR). In this study, 19 climate projections representing ~ 87% of climatic variability over Hudson Bay Drainage Basin are applied to coupled hydrologic-operations models to estimate water supply and hydropower generation potential changes under future climates. Future inflow to the forebay of the main hydropower generating stations along LNR is expected to increase in spring and summer but decrease in winter and fall. Consequently, hydropower generation potential is projected to increase for spring, the historical flood season, which may lead to reduced reservoir inflow retention efficiency. In extremely dry climatic simulations, winter seasons see a reduction in reservoir inflow and hydropower generation potential, up to 35% and 37% in 2021–2050 and 2041–2070, respectively. Projected changes in reservoir inflow and hydropower generation potential continue to diverge over time, with dry scenarios becoming drier and wet becoming wetter, yielding high basin climate sensitivity and uncertainty with system supply and generation potential. Despite the presence of statistically significant individual trends and changes, there is a low agreement within the climate ensemble. Analysis of system robustness shows adjustment of the operations along LNR should be considered over time to better leverage changing seasonal water supply. • Unique dynamic coupling of climate-hydrologic-operations models. • Projected reservoir inflow and hydropower generation potential for LNRB. • No significant change or trend in mean or median values due to uncertainty. • Wet seasons are getting wetter, dry seasons are getting drier. • Increase in uncertainty and extremes under future climates poses operational challenge.",G22-82001,101077,10.1016/j.ejrh.2022.101077,Kim-2022-Climate,Integrated Modelling Program for Canada (IMPC)
The Great Lakes Runoff Intercomparison Project Phase 4: The Great Lakes (GRIP-GL),"Juliane Mai, Helen C. Shen, Bryan A. Tolson, Étienne Gaborit, Richard Arsenault, James R. Craig, Vincent Fortin, Lauren M. Fry, Martin Gauch, Daniel Klotz, Frederik Kratzert, Nicole O'Brien, Daniel Princz, Sinan Rasiya Koya, Tirthankar Roy, Frank Seglenieks, Narayan Kumar Shrestha, André Guy Tranquille Temgoua, Vincent Vionnet, Jonathan W. Waddell, ","Abstract. Model intercomparison studies are carried out to test and compare the simulated outputs of various model setups over the same study domain. The Great Lakes region is such a domain of high public interest as it not only resembles a challenging region to model with its trans-boundary location, strong lake effects, and regions of strong human impact but is also one of the most densely populated areas in the United States and Canada. This study brought together a wide range of researchers setting up their models of choice in a highly standardized experimental setup using the same geophysical datasets, forcings, common routing product, and locations of performance evaluation across the 1 million square kilometer study domain. The study comprises 13 models covering a wide range of model types from Machine Learning based, basin-wise, subbasin-based, and gridded models that are either locally or globally calibrated or calibrated for one of each of six predefined regions of the watershed. Unlike most hydrologically focused model intercomparisons, this study not only compares models regarding their capability to simulated streamflow (Q) but also evaluates the quality of simulated actual evapotranspiration (AET), surface soil moisture (SSM), and snow water equivalent (SWE). The latter three outputs are compared against gridded reference datasets. The comparisons are performed in two ways: either by aggregating model outputs and the reference to basin-level or by regridding all model outputs to the reference grid and comparing the model simulations at each grid-cell. The main results of this study are: (1) The comparison of models regarding streamflow reveals the superior quality of the Machine Learning based model in all experiments performance; even for the most challenging spatio-temporal validation the ML model outperforms any other physically based model. (2) While the locally calibrated models lead to good performance in calibration and temporal validation (even outperforming several regionally calibrated models), they lose performance when they are transferred to locations the model has not been calibrated on. This is likely to be improved with more advanced strategies to transfer these models in space. (3) The regionally calibrated models – while losing less performance in spatial and spatio-temporal validation than locally calibrated models – exhibit low performances in highly regulated and urban areas as well as agricultural regions in the US. (4) Comparisons of additional model outputs (AET, SSM, SWE) against gridded reference datasets show that aggregating model outputs and the reference dataset to basin scale can lead to different conclusions than a comparison at the native grid scale. This is especially true for variables with large spatial variability such as SWE. (5) A multi-objective-based analysis of the model performances across all variables (Q, AET, SSM, SWE) reveals overall excellent performing locally calibrated models (i.e., HYMOD2-lumped) as well as regionally calibrated models (i.e., MESH-SVS-Raven and GEM-Hydro-Watroute) due to varying reasons. The Machine Learning based model was not included here as is not setup to simulate AET, SSM, and SWE. (6) All basin-aggregated model outputs and observations for the model variables evaluated in this study are available on an interactive website that enables users to visualize results and download data and model outputs.",G22-83001,,10.5194/hess-2022-113,Mai-2022-The,Integrated Modelling Program for Canada (IMPC)
Estimating the Total Economic Costs of Nutrient Emission Reduction Policies to Halt Eutrophication in the Great Lakes,"Jorge A. Garcia, Roy Brouwer, Rute Pinto, ","The Great Lakes (GL) in North America are among the largest freshwater resources on the planet facing serious eutrophication problems as a result of excessive nutrient loadings due to population and economic growth. More than a third of Canada's GDP is generated in and around the GL. Hence, the economic interests affected by pollution and pollution control are high. New policies to reduce pollution are often insufficiently informed due to the lack of integrated models and methods that provide decision-makers insight into the direct and indirect economic impacts of their policies. This study fills this knowledge gap and estimates the impacts of different total phosphorus (TP) restriction policy scenarios across the GL. A first of its kind multi-regional hydro-economic model is built for the Canadian GL, extended to include TP emissions from point and non-point sources. This optimization model is furthermore extended with a pollution abatement cost function that allows sectors to also take technical measures to meet the imposed pollution reduction targets. The latter is a promising new avenue for extending existing hydro-economic input-output modeling frameworks. The results show decision-makers the least cost-way to achieve different TP emission reduction targets. The estimated cost to reduce TP emissions by 40% in all GL amounts to a total annual cost of 3 billion Canadian dollars or 0.15% of Canada's GDP. The cost structure changes substantially as policy targets become more stringent, increasing the share of indirect costs and affecting not only the economic activities around the GL, but the economy of Canada as a whole due to the tightly interwoven economic structure.",G22-84001,,10.1029/2021wr030772,Garcia‐Hernandez-2022-Estimating,Integrated Modelling Program for Canada (IMPC)
"Advances in modelling large river basins in cold regions with Modélisation Environmentale Communautaire—Surface and Hydrology (MESH), the Canadian hydrological land surface scheme","H. S. Wheater, John W. Pomeroy, Alain Pietroniro, Bruce Davison, Mohamed Elshamy, Fuad Yassin, Prabin Rokaya, Abbas Fayad, Zelalem Tesemma, Daniel Princz, Youssef Loukili, C. M. DeBeer, A. M. Ireson, Saman Razavi, Karl–Erich Lindenschmidt, Amin Elshorbagy, Matthew K. MacDonald, Mohamed S. Abdelhamed, Amin Haghnegahdar, Ala Bahrami, ","Cold regions provide water resources for half the global population yet face rapid change. Their hydrology is dominated by snow, ice and frozen soils, and climate warming is having profound effects. Hydrological models have a key role in predicting changing water resources but are challenged in cold regions. Ground-based data to quantify meteorological forcing and constrain model parameterization are limited, while hydrological processes are complex, often controlled by phase change energetics. River flows are impacted by poorly quantified human activities. This paper discusses the scientific and technical challenges of the large-scale modelling of cold region systems and reports recent modelling developments, focussing on MESH, the Canadian community hydrological land surface scheme. New cold region process representations include improved blowing snow transport and sublimation, lateral land-surface flow, prairie pothole pond storage dynamics, frozen ground infiltration and thermodynamics, and improved glacier modelling. New algorithms to represent water management include multistage reservoir operation. Parameterization has been supported by field observations and remotely sensed data; new methods for parameter identification have been used to evaluate model uncertainty and support regionalization. Additionally, MESH has been linked to broader decision-support frameworks, including river ice simulation and hydrological forecasting. The paper also reports various applications to the Saskatchewan and Mackenzie River basins in western Canada (0.4 and 1.8 million km2). These basins arise in glaciated mountain headwaters, are partly underlain by permafrost, and include remote and incompletely understood forested, wetland, agricultural and tundra ecoregions. These illustrate the current capabilities and limitations of cold region modelling, and the extraordinary challenges to prediction, including the need to overcoming biases in forcing data sets, which can have disproportionate effects on the simulated hydrology.",G22-85001,,10.1002/hyp.14557,Wheater-2022-Advances,Core Modelling & Forecasting Team
Managing nitrogen legacies to accelerate water quality improvement,"Nandita B. Basu, K. J. Van Meter, D. Byrnes, Philippe Van Cappellen, Roy Brouwer, Brian H. Jacobsen, Jerker Jarsjö, David L. Rudolph, Maria da Conceição Cunha, Natalie Nelson, Ruchi Bhattacharya, Søren Bøye Olsen, ","Increasing incidences of eutrophication and groundwater quality impairment from agricultural nitrogen pollution are threatening humans and ecosystem health. Minimal improvements in water quality have been achieved despite billions of dollars invested in conservation measures worldwide. Such apparent failures can be attributed in part to legacy nitrogen that has accumulated over decades of agricultural intensification and that can lead to time lags in water quality improvement. Here, we identify the key knowledge gaps related to landscape nitrogen legacies and propose approaches to manage and improve water quality, given the presence of these legacies.",G22-86001,97-105,10.1038/s41561-021-00889-9,Basu-2022-Managing,Lake Futures: Enhancing Adaptive Capacity and Resilience of Lakes and their Watersheds
"Increased reliance on insecticide applications in
            <scp>C</scp>
            anada linked to simplified agricultural landscapes","Egina Malaj, Christy A. Morrissey, ","Intensification of agriculture and increased insecticide use have been implicated in global losses of farmland biodiversity and ecosystem services. We hypothesized that increased insecticide applications (proportion of area treated with insecticides) in Canada's expansive agricultural landscapes are due, in part, to shifts toward more simplified landscapes. To assess this relationship, we analyzed data from the Canadian Census of Agriculture spanning 20 years including five census periods (1996-2016) and across 225 census units within the four major agricultural regions of Pacific, Prairie, Central, and Atlantic Canada. Generalized mixed effects models were used to evaluate if changes in landscape simplification - defined as the proportion of farmland in crops (cereals, oilseeds, pulses and fruit/vegetables) - alongside other farming and climatic variables, influenced insecticide applications over time. Bayesian spatial-temporal models were further used to estimate the strength of the relationship with landscape simplification over time. We found that landscape simplification increased in 89% and insecticide applications increased in 70% of the Census Division spatial units during the 1996-2016 period. Nationally, significant increases in landscape simplification were observed in the two most agriculturally intensive regions of Prairie (from 55% to 63%) and Central (from 51% to 60%) Canada. For both regions, landscape simplification was a strong and significant predictor of higher insecticide applications, even after accounting for other factors such as climate, farm economics, farm size and land use practices (e.g., area in cash crops and tillage). If current trends continue, we estimated that insecticide applications will increase another 10%-20% by 2036 as a result of landscape simplification alone. To avoid increased reliance on toxic insecticides, agri-environmental policies need to consider that losing diverse natural habitat can increase insect pest pressure and resistance with negative environmental consequences extending beyond the field.",G22-87001,,10.1002/eap.2533,Malaj-2022-Increased,Prairie Water: Enhancing resilience of Prairie communities through sustainable water management
Assessing hydrological sensitivity of grassland basins  in the Canadian Prairies to climate using a basin  classification-based virtual modelling approach,"Christopher Spence, Zhaofeng He, Kevin Shook, Balew A. Mekonnen, John W. Pomeroy, Colin J. Whitfield, Jared D. Wolfe, ","Abstract. Significant challenges from changes in climate and land use face sustainable water use in the Canadian Prairies ecozone. The region has experienced significant warming since the mid-20th century, and continued warming of an additional 2 ∘C by 2050 is expected. This paper aims to enhance understanding of climate controls on Prairie basin hydrology through numerical model experiments. It approaches this by developing a basin-classification-based virtual modelling framework for a portion of the Prairie region and applying the modelling framework to investigate the hydrological sensitivity of one Prairie basin class (High Elevation Grasslands) to changes in climate. High Elevation Grasslands dominate much of central and southern Alberta and parts of south-western Saskatchewan, with outliers in eastern Saskatchewan and western Manitoba. The experiments revealed that High Elevation Grassland snowpacks are highly sensitive to changes in climate but that this varies geographically. Spring maximum snow water equivalent in grasslands decreases 8 % ∘C−1 of warming. Climate scenario simulations indicated that a 2 ∘C increase in temperature requires at least an increase of 20 % in mean annual precipitation for there to be enough additional snowfall to compensate for enhanced melt losses. The sensitivity in runoff is less linear and varies substantially across the study domain: simulations using 6 ∘C of warming, and a 30 % increase in mean annual precipitation yields simulated decreases in annual runoff of 40 % in climates of the western Prairie but 55 % increases in climates of eastern portions. These results can be used to identify those areas of the region that are most sensitive to climate change and highlight focus areas for monitoring and adaptation. The results also demonstrate how a basin classification-based virtual modelling framework can be applied to evaluate regional-scale impacts of climate change with relatively high spatial resolution in a robust, effective and efficient manner.",G22-88001,1801-1819,10.5194/hess-26-1801-2022,Spence-2022-Assessing,Prairie Water: Enhancing resilience of Prairie communities through sustainable water management
Using observed soil moisture to constrain the uncertainty of simulated hydrological fluxes,"A. M. Ireson, Ines Sanchez‐Rodriguez, Sujan Basnet, Haley Brauner, Talia Bobenic, Rosa Brannen, Mennatullah Elrashidy, Morgan Braaten, Seth K. Amankwah, Alan Barr, ","Using data from five long-term field sites measuring soil moisture, we show the limitations of using soil moisture observations alone to constrain modelled hydrological fluxes. We test a land surface model, Modélisation Environnementale communautaire-Surface Hydrology/Canadian Land Surface Scheme, with two configurations: one where the soil hydraulic properties are determined using a pedotransfer function (the texture-based calibration) and one where they are assigned directly (the hydraulic properties-based calibration). The hydraulic properties-based calibration outperforms the texture-based calibration in terms of reproducing changes in soil moisture storage within a 1.6 m deep profile at each site, but both perform reasonably well, especially in the summer months. When the models are constrained using observations of changes in soil moisture, the predicted hydrological fluxes are subject to very large uncertainties associated with equifinality. The uncertainty is larger for the hydraulic properties-based calibration, even though the performance was better. We argue that since the pedotransfer functions constrain the model parameters in the texture-based calibrations in an unrealistic way, the texture-based calibration underestimates the uncertainty in the fluxes. We recommend that reproducing observed cumulative changes in soil moisture storage should be considered a necessary but insufficient criterion of model success. Additional sources of information are needed to reduce uncertainties, and these could include improved estimation of the soil hydraulic properties and direct observations of fluxes, particularly evapotranspiration.",G22-89001,,10.1002/hyp.14465,Ireson-2022-Using,Hydrological Processes in Frozen Soils
Analysis of growing season carbon and water fluxes of a subalpine wetland in the Canadian Rocky Mountains: Implications of shade on ecosystem water use efficiency,"Dylan M. Hrach, A. Green, Myroslava Khomik, Richard M. Petrone, ","Mountain regions are an important regulator in the global water cycle through their disproportionate water contribution. Often referred to as the “Water Towers of the World”, mountains contribute 40%–60% of the world's annual surface flow. Shade is a common feature in mountains, where complex terrain cycles land surfaces in and out of shadows over daily and seasonal scales, which can impact water use. This study investigated the turbulent water and carbon dioxide (CO2) fluxes during the snow‐free period in a subalpine wetland in the Canadian Rocky Mountains, from 7 June to 10 September 2018. Shading had a significant and substantial effect on water and CO2 fluxes at our site. When considering data from the entire study period, each hourly increase of shade per day reduced evapotranspiration (ET) and gross primary production (GPP) by 0.42 mm and 0.77 g C m−2, equivalent to 17% and 15% per day, respectively. However, the variability in shading changed throughout the study, it was stable to start and increased towards the end. Only during the peak growing season, the site experienced days with both stable and increasing shade. During this time, we found that shade, caused by the local complex terrain, reduced ET and potentially increased GPP, likely due to enhanced diffuse radiation. The overall result was greater water use efficiency during periods of increased shading in the peak growing season. These findings suggest that shaded subalpine wetlands can store large volumes of water for late season runoff and are productive through short growing seasons.",G22-89002,,10.1002/hyp.14425,Hrach-2022-Analysis,Mountain Water Futures
"Classifying annual daily hydrographs in Western North America using
            <scp>t‐distributed</scp>
            stochastic neighbour embedding","Wozhan Tang, Sean K. Carey, ","Flow regimes are critical for determining physical and biological processes in rivers, and their classification and regionalization traditionally seeks to link patterns of flow to physiographic, climate and other information. There are many approaches to, and rationales for, catchment classification, with those focused on streamflow often seeking to relate a particular response characteristic to a physical property or climatic driver. Rationales include such topics as Prediction in Ungauged Basins (PUB), and providing guidance for model selection in poorly understood hydrological systems. The Annual Daily Hydrograph (ADH) is a first-order easily visualized integrated expression of catchment function, and over many years the average ADH is a distinct hydrological signature that differentiate catchments from each other. In this study, we use t-SNE, a state-of-the-art technique of dimensionality reduction, to classify 17110 ADHs for 304 reference catchments in mountainous Western North America. t-SNE is chosen over other conventional methods of dimensionality reduction (e.g. PCA) as it presents greater separability of ADHs, which are projected on a 2D map where the similarities are evaluated according to their map distance. We then utilize a Deep Learning encoder to upgrade the non-parametric t-SNE to a parametric approach, enhancing its capability to address ’unseen’ samples. Results showed that t-SNE successfully clustered ADHs of similar flow regimes on the 2D map and allowed more accurate classification with KNN. In addition, many compact clusters on the 2D map in the coastal Pacific Northwest suggest information redundancy in the local streamflow network. The t-SNE map provides an intuitive way to visualize the similarity of high-dimensional data of ADHs, groups catchments with like characteristics, and avoids the reliance on subjective hydrometric indicators. This article is protected by copyright. All rights reserved.",G22-89003,,10.1002/hyp.14473,Tang-2022-Classifying,Mountain Water Futures
