doi,Name,Name_Variants,Institution,code
10.1016/j.aca.2020.12.056,Weixuan Li,"['LI Weixuan', 'LI Wei-xuan', 'Wei-Xuan Li', 'Wei-xuan Li', 'Weixuan Li', 'Li Weixuan']",High Magnetic Field Laboratory,1123
10.1016/j.aca.2020.12.056,Juewen Liu,"['jiaying xie', 'Jiaying Xie', 'Jia-ying Xie', 'J.Y. Xie', 'Juewen Liu', 'Jiaying XIE']",University of Waterloo,0002
10.1016/j.agrformet.2021.108407,Cheryl Rogers,"['C. J. Rogers', 'C. A. Rogers', 'C.J. Rogers', 'C A Rogers', 'Cheryl A. Rogers', 'C. Rogers', 'Cheryl Rogers', 'Cheryl A. Rogers', 'Cheryl Anne Rogers']",McMaster University,0004
10.1016/j.agrformet.2021.108407,Jing M. Chen,"['J. M. Chen', 'Jing M. CHEN', 'Jing M. Chen', 'J. Chen', 'Jing Ming Chen', 'Jing Chen', 'JM Chen']",University of Toronto,0022
10.1016/j.agrformet.2021.108407,Holly Croft,"['Holly Croft', 'H. Croft', 'Holly L. Croft']",University of Sheffield,0243
10.1016/j.agrformet.2021.108407,Alemu Gonsamo,"['Gonsamo Alemu', 'Alemu Gonsamo', 'A. Gonsamo']",McMaster University,0004
10.1016/j.agrformet.2021.108407,Xiangzhong Luo,"['X Luo', 'Xiangzhong Luo', 'X.B. Luo', 'X. Luo', 'Remi']",National University of Singapore,0227
10.1016/j.agrformet.2021.108407,Paul Bartlett,"['P. A. BARTLETT', 'Paul A. Bartlett', 'P Bartlett', 'Paul A Bartlett', 'P. A. Bartlett', 'P. Bartlett', 'Paul Bartlett']",Environment and Climate Change Canada,0005
10.1016/j.agrformet.2021.108407,R. M. Staebler,"['R.M. Staebler', 'R M Staebler', 'Ralf M Staebler', 'R. Staebler', 'Ralf Staebler', 'R. M. Staebler', 'Ralf M. Staebler', 'Ralph Staebler']",Environment and Climate Change Canada,0005
10.1016/j.apgeochem.2021.105053,Izabela Jasiak,['Izabela Jasiak'],University of Waterloo,0002
10.1016/j.apgeochem.2021.105053,Johan A. Wiklund,"['Johan A. Wiklund', 'Johan Wiklund', 'Johan A Wiklund', 'J.A. Wiklund', 'Johan Andre Wiklund', 'J. Wiklund', 'J A Wiklund', 'J. A. Wiklund']",University of Waterloo,0002
10.1016/j.apgeochem.2021.105053,Émilie Leclerc,"['Émilie Leclerc', 'E. Leclerc']",Center for Northern Studies,0101
10.1016/j.apgeochem.2021.105053,James V. Telford,"['James V. Telford', 'J.V. Telford', 'James V.K. Telford']",University of Waterloo,0002
10.1016/j.apgeochem.2021.105053,Raoul-Marie Couture,"['Raoul Marie Couture', 'Raoul-Marie Couture', 'R. M. Couture', 'R.-M. Couture', 'R Couture', 'Raoul Couture', 'R. Couture', 'R.M. Couture', 'R‐M. Couture', 'Raoul Couture', 'Couture R.M.', 'Couture R.-M.', 'Couture R-M', 'Couture RM', 'Couture R']",Université Laval,0052
10.1016/j.apgeochem.2021.105053,Jason J. Venkiteswaran,"['Jason Venkiteswaran', 'JJ Venkiteswaran', 'Jason James Venkiteswaran', 'J Venkiteswaran', 'J. Venkiteswaran', 'Jason J Venkiteswaran', 'Jason J. Venkiteswaran', 'J. J. Venkiteswaran', 'J J Venkiteswaran', 'J.J. Venkiteswaran']",Wilfrid Laurier University,0006
10.1016/j.apgeochem.2021.105053,Roland I. Hall,"['R. Hall', 'Roland Hall', 'Roland I Hall', 'R Hall', 'R I Hall', 'R.I. Hall', 'Roland I. Hall', 'R. I. Hall']",University of Waterloo,0002
10.1016/j.apgeochem.2021.105053,Brent B. Wolfe,"['Brent B Wolfe', 'B B Wolfe', 'B. Wolfe', 'B.B. Wolfe', 'B. B. Wolfe', 'Brent Wolfe', 'Brent B. Wolfe']",Wilfrid Laurier University,0006
10.1016/j.chemosphere.2020.129195,Darren Van Essen,['Darren Van Essen'],University of Calgary,0007
10.1016/j.chemosphere.2020.129195,Chloe Devoy,['Chloe Devoy'],University of Lethbridge,0091
10.1016/j.chemosphere.2020.129195,Justin Miller,"['Justin Miller', 'Justin G. P. Miller', 'J. Miller', 'Justin G.P. Miller', 'Justin G P Miller']",University of Lethbridge,0091
10.1016/j.chemosphere.2020.129195,Paul D. Jones,"['Paul. D Jones', 'P.D. Jones', 'P JONES', 'PD Jones', 'Paul. D. Jones', 'P. Jones', 'P Jones', 'P. David Jones', 'Paul Jones', 'P D Jones', 'Paul David Jones', 'Paul D Jones', 'Paul D. Jones', 'P. D. Jones']",South Florida Water Management District,0071
10.1016/j.chemosphere.2020.129195,Steve Wiseman,"['Steven B. Wiseman', 'Steve B. Wiseman', 'S Wiseman', 'Steve Wiseman', 'Steve B Wiseman', 'S.B. Wiseman', 'S. Wiseman', 'S. B. Wiseman', 'Steven Wiseman']",University of Lethbridge,0091
10.1016/j.coldregions.2020.103218,Apurba Das,"['Apurba Das', 'A. Das', 'A. S. Dini Das']",Global Institute for Water Security,0003
10.1016/j.coldregions.2020.103218,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1016/j.dib.2021.106723,J. J. Gibson,"['John J Gibson', 'John J. Gibson', 'J. J. Gibson', 'J Gibson', 'J.J. Gibson', 'J. J Gibson', 'John Gibson', 'J. Gibson', 'J J Gibson']",University of Victoria,0062
10.1016/j.dib.2021.106723,P. Eby,"['Paul Eby', 'P. Eby', 'P. S. Eby']",Alberta Innovates,0680
10.1016/j.dib.2021.106723,Tricia A. Stadnyk,"['T. Stadnyk', 'Tricia Anne Stadnyk', 'Tricia A. Stadnyk', 'T.A. Stadnyk', 'Stadnyk Ta', 'Tricia Stadnyk', 'T. A. Stadnyk', 'T. A. Stadnyk', 'Trish Stadnyk']",University of Calgary,0007
10.1016/j.dib.2021.106723,T. Holmes,"['Tegan Holmes', 'T. L. Holmes', 'T. Holmes', 'Tegan L. Holmes', 'T.L. Holmes']",University of Calgary,0007
10.1016/j.dib.2021.106723,S. J. Birks,"['Sandra J. Birks', 'Sandra Jean Birks', 'S J Birks', 'S. Jean Birks', 'S.J. Birks', 'S. Birks', 'S. J. Birks', 'Jean Birks']",University of Calgary,0007
10.1016/j.dib.2021.106723,Alain Pietroniro,"['A Pietroniro', 'A. Pietroniro', 'Alain C. Pietroniro', 'ALAIN PIETRONIRO', 'Alain Pietroniro']",University of Calgary,0007
10.1016/j.envsoft.2020.104885,Takuya Iwanaga,['Takuya Iwanaga'],Fisheries Research Agency,0849
10.1016/j.envsoft.2020.104885,Hsiao-Hsuan Wang,"['Hsiaohsuan Wang', 'Hsaio-Hsuan Wang', 'Hsiao Hsuan Wang', 'Hsiao-Hsuan Wang', 'Hsiao‐Hsuan Wang', 'H.-H. Wang', 'Hsiao-Hsuan ""Rose"" Wang']",Texas A&M University,0126
10.1016/j.envsoft.2020.104885,Serena H. Hamilton,"['S Hamilton', 'Serena H. Hamilton', 'S. Hamilton', 'S.H. Hamilton', 'Serena Hamilton', 'S H Hamilton', 'Serena Chen']",CSIRO Land and Water,0433
10.1016/j.envsoft.2020.104885,Volker Grimm,"['Viktoria Grimm', 'V. Grimm', 'Volker Grimm', 'Grimm Volker', 'Volker grimm', 'V Grimm']",German Center for Integrative Biodiversity Research,0818
10.1016/j.envsoft.2020.104885,Tomasz E. Koralewski,"['Tomasz Koralewski', 'T. E. Koralewski', 'Tomasz Edmund Koralewski', 'Tomasz E Koralewski', 'Tomasz E. Koralewski']",Texas A&M University,0126
10.1016/j.envsoft.2020.104885,Alejandro Salado,"['Alejandro Salado Díez', 'Alejandro Salado']",University of Arizona,0024
10.1016/j.envsoft.2020.104885,Sondoss Elsawah,"['S. El-Sawah', 'Sondoss Elsawah', 'S. Elsawah', 'Sondoss ElSawah', 'ElSawah Sondoss', 'El-Sawah, Sondoss', 'ElSawah, Sondoss', 'Elsawah, Sondoss']",University of Canberra,1098
10.1016/j.envsoft.2020.104885,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.1016/j.envsoft.2020.104885,Yang Jian,"['Jurong Yang', 'Yang Jurong', 'YANG Jun-Jun', 'YANG Jian', 'Yang Jianglong', 'Yang JiAn', 'Jianqing Yang', 'Yang Jinchu', 'Jing Yang', 'jing Yang', 'Jing Hua Yang', 'Yang Jianqing', 'J Yang', 'Yang jing', 'Junjun Yang', 'Yang Jian', 'Yang Jing', 'Jian Yang', 'Jian-Qing Yang', 'Jianglong Yang', 'J. Yang', 'Jinchu Yang']",South China University of Technology,0410
10.1016/j.envsoft.2020.104885,Pierre D. Glynn,"['Pierre D Glynn', 'P.D. Glynn', 'Pierre D. Glynn', 'P. D. Glynn', 'Pierre Glynn', 'P. Glynn']",United States Geological Survey,0033
10.1016/j.envsoft.2020.104885,Jennifer Badham,"['J Badham', 'Jennifer Badham', 'Jen Badham', 'Jennifer M. Badham']",Durham University,0318
10.1016/j.envsoft.2020.104885,Alexey Voinov,"['A.A. Voinov', 'Alexey A Voinov', 'A Voinov', 'Alexey A. Voinov', 'A. A. Voinov', 'A.A Voinov', 'Alexey Voinov', 'Alexey Arkady Voinov', 'A. Voinov']",University of Twente,0357
10.1016/j.envsoft.2020.104885,Min Chen,"['M.X. Chu', 'Min Chen', 'Chen Min', 'Min Chu', 'M Chu', 'M. Chu', 'Chu Min', 'C. Min', 'M D Boru Chen', 'Min CHU', 'M X Chu']",Henan University,0353
10.1016/j.envsoft.2020.104885,William E. Grant,"['W.E Grant', 'William. E. Grant', 'W.E. Grant', 'William E. Grant', 'W. E. Grant', 'W E Grant', 'W. Grant', 'W Grant', 'William Grant', 'W. E. Ogilvie Grant', 'William Edward Grant', 'William E Grant']",Texas A&M University,0126
10.1016/j.envsoft.2020.104885,Tarla Rai Peterson,"['T. R. Peterson', 'T. Peterson', 'T Peterson', 'Tarla Rai Peterson‡', 'Tarla Rai Peterson', 'Tarla R. Peterson', 'Tarla Peterson']",The University of Texas at El Paso,0236
10.1016/j.envsoft.2020.104885,Karin Frank,"['K. Frank', 'K Frank', 'Karin Frank', 'and Karin Frank', 'Frank K']",German Center for Integrative Biodiversity Research,0818
10.1016/j.envsoft.2020.104885,Gary W. Shenk,"['G. W. Shenk', 'G.W. Shenk', 'G. Shenk', 'Gary W. Shenk', 'Gary Shenk']",United States Geological Survey,0033
10.1016/j.envsoft.2020.104885,C. Michael Barton,"['C.Michael Barton', 'Barton Michael', 'Michael C. Barton', 'C Michael Barton', 'Michael Barton', 'C. Michael BARTON', 'C. MICHAEL BARTON', 'C.M. Barton', 'C. Michael Barton', 'CM Barton', 'Michael Barton']",Arizona State University,0180
10.1016/j.envsoft.2020.104885,Anthony J. Jakeman,"['A.J. Jakeman', 'A Jakeman', 'A. Jakeman', 'Anthony Jakeman', 'Tony Jakeman', 'A.J Jakeman', 'Anthony J Jakeman', 'A J Jakeman', 'Aldean Jakeman', 'Anthony John Jakeman', 'A. J. Jakeman', 'A.J.Jakeman...', 'T. Jakeman', 'Anthony J. Jakeman']",Australian National University,0010
10.1016/j.envsoft.2020.104885,John C. Little,"['J Little', 'J. C. Little', 'John C. Little', 'J.C. Little', 'John Charles Little', 'J. Little', 'John C Little', 'John. C. Little', 'John Little']",Virginia Tech,0292
10.1016/j.envsoft.2020.104888,Young-Don Choi,"['Y.S. Choi', 'Youngdon Choi', 'YoungDon Choi', 'Young-Don Choi', 'Y. S. Choi', 'Y. Choi', 'Y.S Choi']",University of Virginia,0142
10.1016/j.envsoft.2020.104888,Jonathan L. Goodall,"['Jonathon Goodall', 'J Goodall', 'J. L. Goodall', 'J L Goodall', 'Jonathan L. Goodall', 'Jonathan L Goodall', 'J.L. Goodall', 'Jonathan Lee Goodall', 'Jonathan Goodall', 'J. Goodall', 'Jon Goodall']",University of Virginia,0142
10.1016/j.envsoft.2020.104888,Jeffrey M. Sadler,"['Jeffery Sadler', 'J. M. Sadler', 'Jeffrey Michael Sadler', 'J.M. Sadler', 'Jeffrey. Sadler', 'Jeffry T. Sadler', 'Jeffrey Sadler', 'Jeffrey M. Sadler', 'J.T. Sadler', 'J. Sadler', 'J Sadler', 'Jeff Sadler', 'Jeffrey M Sadler']",United States Geological Survey,0033
10.1016/j.envsoft.2020.104888,Anthony M. Castronova,"['A. M. Castronova', 'Anthony M Castronova', 'A. Castronova', 'Anthony M. Castronova', 'Anthony Michael Castronova', 'Anthony Castronova', 'Tony Castronova']",Consortium of Universities for the Advancement of Hydrologic Science,0496
10.1016/j.envsoft.2020.104888,Andrew Bennett,"['Andrew R. Bennett', 'Andrew R Bennett', 'Andrew Richard Bennett', 'Andrew Bennett', 'A. Bennett', 'A.R. Bennett', 'A. R. Bennett']",University of Arizona,0024
10.1016/j.envsoft.2020.104888,Zhiyu Li,"['ZHiyu Li', 'LI Zhi-yu', 'Li Zhiyu', 'Li Zhi-Yu <', 'Zhiyu Li', 'ZhiYu Li', 'Li ZhiYu', 'Zhi‐Yu Li', 'LI Zhiyu', 'Zhi-Yu Li', 'Li Zhi-yu', 'LI Zhi-Yu', 'Li Zhi-Yu', 'Zhi-yu Li']",China Pharmaceutical University,0821
10.1016/j.envsoft.2020.104888,Bart Nijssen,"['B. M. Nijssen', 'B. Nijssen', 'Bart Nijssen']",University of Washington,0066
10.1016/j.envsoft.2020.104888,Shaowen Wang,"['Wang Shaowen', 'Wang Shao-wen', 'Shaowen Wang', 'Shao-Wen Wang']",North West Agriculture and Forestry University,1097
10.1016/j.envsoft.2020.104888,Martyn P. Clark,"['Martyn Peter Clark', 'Martyn Clark', 'Martyn P. Clark', 'M.P. Clark', 'M P Clark', 'M.P Clark', 'Martyn P Clark', 'M. Clark', 'M. P. Clark']",Canmore Museum and Geoscience Centre,0009
10.1016/j.envsoft.2020.104888,Daniel P. Ames,"['Daniel Ames', 'Daniel P. Ames', 'D.P. Ames', 'D Ames', 'D. P. Ames', 'Daniel P Ames', 'D. Ames', 'Dan Ames']",Brigham Young University,0201
10.1016/j.envsoft.2020.104888,Jeffery S. Horsburgh,"['Jeffery S. Horsburgh', 'J S Horsburgh', 'J. Horsburgh', 'Jeffery Horsburgh', 'Jeffery S Horsburgh', 'J. S. Horsburgh', 'J.S. Horsburgh']",Consortium of Universities for the Advancement of Hydrologic Science,0496
10.1016/j.envsoft.2020.104888,Yi Hong,"['Hyun Jun Yi', 'H. Yi', 'Haitao Yi', 'Hong Yi', 'Yi Hong', 'Yi HONG', 'Yi Guo Hong']",Guizhou University,0311
10.1016/j.envsoft.2020.104888,C. Bandaragoda,"['Christina J Bandaragoda', 'Christina J. Bandaragoda', 'Christina Bandaragoda', 'C. J. Bandaragoda', 'C. Bandaragoda']",University of Washington,0066
10.1016/j.envsoft.2020.104888,M. Seul,"['Martin Seul', 'M. Seul']",Consortium of Universities for the Advancement of Hydrologic Science,0496
10.1016/j.envsoft.2020.104888,Richard Hooper,"['R. P. Hooper', 'Richard P. Hooper', 'Richard P Hooper', 'Richard Hooper', 'R. Hooper', 'Richard Preston Hooper', 'R. P. HOOPER', 'R Hooper', 'R.P Hooper']",Queen Mary University of London,0524
10.1016/j.envsoft.2020.104888,David G. Tarboton,"['David G Tarboton', 'David. Tarboton', 'D. Tarboton', 'D G Tarboton', 'David Gavin Tarboton', 'David G. Tarboton', 'D.G. Tarboton', 'David Tarboton', 'D. G. Tarboton', 'David G Tarboton', 'David Gavin Tarboton', 'D G Tarboton', 'Dave Tarboton']",Utah State University,0146
10.1016/j.envsoft.2021.104997,Yannis Markonis,"['Y. Markonis', 'Ioannis Markonis', 'Y Markonis', 'Yannis Markonis']",Czech University of Life Sciences Prague,0089
10.1016/j.envsoft.2021.104997,Christoforos Pappas,"['Christoforos Pappas', 'C. . Pappas', 'C. Pappas', 'C. E. Pappas']",University of Patras,0132
10.1016/j.envsoft.2021.104997,Martin Hanel,"['M. Hänel', 'Martin Hanel', 'M. Hanel']",Czech University of Life Sciences Prague,0089
10.1016/j.envsoft.2021.104997,S. Papalexiou,"['Sm Papalexiou', 'S. M. Papalexiou', 'Simon Papalexiou', 'Simon-Michael Papalexiou', 'S Papalexiou', 'Simon M. Papalexiou', 'Simon M Papalexiou', 'S.-M. Papalexiou', 'S. Papalexiou', 'S.M. Papalexiou', 'Simon Michael Papalexiou']",University of Calgary,0007
10.1016/j.envsoft.2021.105025,Andrew Tefs,"['Andrew A G Tefs', 'A. A. G. Tefs', 'Andrew Tefs', 'A. Tefs', 'Andrew A. G. Tefs']",University of Calgary,0007
10.1016/j.envsoft.2021.105025,Tricia A. Stadnyk,"['T. Stadnyk', 'Tricia Anne Stadnyk', 'Tricia A. Stadnyk', 'T.A. Stadnyk', 'Stadnyk Ta', 'Tricia Stadnyk', 'T. A. Stadnyk', 'T. A. Stadnyk', 'Trish Stadnyk']",University of Calgary,0007
10.1016/j.envsoft.2021.105025,Kristina Koenig,"['Kristina A. Koenig', 'Kristina Adrienne. Koenig', 'K. A. Koenig', 'K. Koenig', 'Kristina Koenig']",Manitoba Hydro,0310
10.1016/j.envsoft.2021.105025,Stephen J. Déry,"['S. J. Déry', 'S. J. Dery', 'Stephen Dery', 'Stephen J. Déry', 'S Dery', 'S.J. Dery', 'S. Dery', 'Stephen J Déry', 'Stephen J. Dery', 'Stephen Déry', 'S. Déry']",University of Northern British Columbia,0028
10.1016/j.envsoft.2021.105025,Matthew K. MacDonald,"['Matthew K. MacDonald', 'Matthew MacDonald', 'M. K. MacDonald', 'M. MacDonald']",University of Calgary,0007
10.1016/j.envsoft.2021.105025,P. Slota,"['Phillip Slota', 'Phillip Michael Anton Slota', 'P. Slota']",Manitoba Hydro,0310
10.1016/j.envsoft.2021.105025,Charles G. Crawford,"['J Kent Crawford', 'J. T. Crawford', 'C.G. Crawford', 'John T Crawford', 'John Theodore Crawford', 'J.K. Crawford', 'John T. Crawford', 'John Crawford', 'Charles G. Crawford', 'J. Kent Crawford', 'J. G. Crawford', 'J. Crawford']",Manitoba Hydro,0310
10.1016/j.envsoft.2021.105025,M. Hamilton,"['M. K. Hamilton', 'Mathew Hamilton', 'M. Hamilton']",University of Manitoba,0020
10.1016/j.ijdrr.2020.102001,Brandon S. Williams,"['Brandon Williams', 'Brandon S. Williams']",University of New England,0413
10.1016/j.ijdrr.2020.102001,Apurba Das,"['Apurba Das', 'A. Das', 'A. S. Dini Das']",Global Institute for Water Security,0003
10.1016/j.ijdrr.2020.102001,Peter Johnston,"['Peter W. Johnston', 'Peter William Pery Johnston', 'P Johnston', 'Peter William Johnston', 'P. W. Johnston', 'P.W. Johnston', 'P. Johnston', 'Peter Johnston']",University of Cape Town,0813
10.1016/j.ijdrr.2020.102001,Bin Luo,"['Bao-Sheng Luo', 'Luo Bingwei', 'Luo Baosheng', 'Luo Bin', 'Bingxin Luo', 'Luo Baoshen', 'Bingwei Luo', 'Bin Luo', 'Luo Bao-Sheng', 'Baosheng Luo', 'Baoquan Luo', 'Bin luo', 'Baoshen Luo', 'B Luo', 'B.R. Luo', 'B. Luo']",Taiyuan University of Technology,0208
10.1016/j.ijdrr.2020.102001,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1016/j.jece.2021.105305,Yichen Wu,"['Yen Jung Wu', 'Yi-Chen Wu', 'Y. J. Wu', 'Yichen Wu']",McMaster University,0004
10.1016/j.jece.2021.105305,Nan Zhang,"['Nan Zhang', 'Zhang Nan', 'ZHANG Nan']",McMaster University,0004
10.1016/j.jece.2021.105305,Charles-François de Lannoy,"['Charles‐François de Lannoy', 'Charles-Francois de Lannoy', 'Charles-François de Lannoy', 'Charles-Franҫois de Lannoy']",McMaster University,0004
10.1016/j.jenvman.2021.112262,Eric Akomeah,"['Eric Akomeah', 'E. Akomeah']",Water Security Agency,0164
10.1016/j.jenvman.2021.112262,L. A. Morales-Marin,"['L.A. Morales-Marın', 'L.A. Morales-Marín', 'Luis Alejandro Morales-Marin', 'Luis Alejandro Morales-Marín', 'L. A. Morales-Marin', 'Luis A. Morales-Marín', 'Luis Morales-Marin', 'Luis Morales‐Marín', 'L. A. Morales-Marín', 'Luis Morales-Marín', 'Luis Morales Marin']",Government of Canada,0139
10.1016/j.jenvman.2021.112262,Meghan Carr,"['Meghan K Carr', 'Meghan Carr', 'Meghan Kathleen Carr', 'M. Carr', 'Meghan K. Carr']",Minnow Environmental (Canada),0403
10.1016/j.jenvman.2021.112262,Amir Sadeghian,"['A. Sadeghian', 'Amir Sadeghian']",Stanford University,0054
10.1016/j.jenvman.2021.112262,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1016/j.jenvman.2021.112336,Mohamed Khalil Zammali,"['M. K. Zammali', 'Mohamed Khalil Zammali']",Polytechnique Montréal,0259
10.1016/j.jenvman.2021.112336,Elmira Hassanzadeh,"['E Hassanzadeh', 'Elmira Hassanzadeh', 'E. Hassanzadeh']",Polytechnique Montréal,0259
10.1016/j.jenvman.2021.112336,Etienne Shupena-Soulodre,['Etienne Shupena-Soulodre'],Water Security Agency,0164
10.1016/j.jenvman.2021.112336,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1016/j.jhydrol.2020.125735,Majid Zaremehrjardy,"['M. Zaremehrjardy', 'Majid Zaremehrjardy']",University of Alberta,0017
10.1016/j.jhydrol.2020.125735,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.1016/j.jhydrol.2020.125735,Monireh Faramarzi,"['M. Faramarzi', 'M Faramarzi', 'Monireh Faramarzi', 'M Soltani Gord Faramarzi']",University of Alberta,0017
10.1016/j.jhydrol.2020.125752,Majid Vali,['Majid Vali'],Shiraz University,0759
10.1016/j.jhydrol.2020.125752,Mohammad Zare,"['Mariko Dawson Zare', 'Mohammad Amin Zare', 'M. Zare', 'Mohammad Zare', 'M A Jafari Zare', 'M Zare', 'M.A. Zare', 'Masumeh Zare', 'M. A. Zare', 'Mohammad A. Zare']",University of Guilan,1076
10.1016/j.jhydrol.2020.125752,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.1016/j.jhydrol.2021.126268,M. M. Bitew,"['M. Bitew', 'Menberu Bitew Meles', 'Menberu M. Bitew', 'M. B. Meles', 'Menberu Bitew', 'M. M. Bitew', 'Menberu Meles Bitew', 'Menberu B. Meles']",Agricultural Research Service,0230
10.1016/j.jhydrol.2021.126268,D. C. Goodrich,"['D. C. Goodrich', 'D.C Goodrich', 'D. Goodrich', 'D.C. Goodrich', 'Dave C. Goodrich', 'Dave Goodrich']",Southwest Watershed Research Center,0470
10.1016/j.jhydrol.2021.126268,Hoshin V. Gupta,"['H Gupta', 'Himanshu Gupta', 'Hoshin Gupta', 'H. V. Gupta', 'H. Gupta', 'Hoshin V. Gupta', 'Hoshin V Gupta', 'Hoshin Vijai Gupta', 'H.V. Gupta']",University of Arizona,0024
10.1016/j.jhydrol.2021.126268,I. Shea Burns,"['Ian Burns', 'I. Shea Burns', 'I.S. Burns', 'Ian S. Burns', 'I. S. Burns']",University of Arizona,0024
10.1016/j.jhydrol.2021.126268,Carl L. Unkrich,"['Carl Unkrich', 'C Unkrich', 'Carl L. Unkrich', 'C. L. Unkrich', 'Carl L Unkrich', 'C. Unkrich', 'C.L. Unkrich']",Southwest Watershed Research Center,0470
10.1016/j.jhydrol.2021.126268,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.1016/j.jhydrol.2021.126268,D. Phillip Guertin,"['D. Guertin', 'D. P. Guertin', 'David Guertin', 'David Phillip Guertin', 'David P. Guertin', 'D. Phillip Guertin', 'D.P. Guertin']",University of Arizona,0024
10.1016/j.jhydrol.2020.125744,Ala Bahrami,"['Ala Bahrami', 'A. Bahrami', 'A Bahrami']",Global Institute for Water Security,0003
10.1016/j.jhydrol.2020.125744,Kalifa Goïta,"['Kalifa Goita', 'K. Goita', 'K. Goïta', 'Kalifa Goı̈ta', 'Kalifa Goït', 'Kalifa Goïta']",Université de Sherbrooke,0168
10.1016/j.jhydrol.2020.125744,Ramata Magagi,"['R. Magagi', 'Ramata D. Magagi', 'Ramata Magagi', 'R.D. Magagi', 'R Magagi', 'R.D Magagi']",Université de Sherbrooke,0168
10.1016/j.jhydrol.2020.125744,Bruce Davison,"['Bruce Davison', 'B. Davison', 'Bruce J. Davison']",Environment and Climate Change Canada,0005
10.1016/j.jhydrol.2020.125744,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.1016/j.jhydrol.2020.125744,Mohamed Elshamy,"['M. E. Elshamy', 'M.E. Elshamy', 'M. Elshamy', 'Mohamed E. Elshamy', 'Mohamed Elshamy', 'Mohamed Ezzat Elshamy', 'Mohamed El-Shamy', 'Mohamed El-shamy']",Global Institute for Water Security,0003
10.1016/j.jhydrol.2020.125744,Daniel Princz,"['Daniel G. Princz', 'D. G. Princz', 'D Princz', 'Daniel Princz']",Environment and Climate Change Canada,0005
10.1016/j.rse.2020.112206,Yuhao Wu,"['Yuhao Wu', 'Yu-hao Wu', 'Wu Yuhao', 'Y.-P. Wu']",Shenzhen University,0824
10.1016/j.rse.2020.112206,Claude R. Duguay,"['Claude R Duguay', 'C. R. Duguay', 'Claude Duguay', 'C R Duguay', 'C Duguay', 'C.R. Duguay', 'Claude R. Duguay', 'C. Duguay']",3v Geomatics (Canada),0090
10.1016/j.rse.2020.112206,Linlin Xu,"['Li-Xia Xu', 'Lu-ping Xu', 'Linlin Xu', 'Xu Linlin', 'L. Xu', 'Xu Lu-ping', 'Xu linlin', 'Xu L', 'LinLin Xu', 'Li-xia Xu', 'L.H. Xu', 'XU Linlin', 'Lixia Xu', 'XU Lu-ping', 'L. H. Xu', 'Lin-Lin Xu']",University of Waterloo,0002
10.1016/j.scitotenv.2020.143648,D. Scott Smith,"['S. Smith', 'D Scott Smith', 'Donald S. Smith', 'D. S. Smith', 'Scott D. Smith', 'D. Scott Smith', 'D.Scott Smith', 'S S Smith', 'Scott S. Smith', 'D.S. Smith', 'Scott Smith']",Wilfrid Laurier University,0006
10.1016/j.scitotenv.2020.143648,Rabia Nasir,"['R. Nasir', 'Rabia Nasir']",Wilfrid Laurier University,0006
