doi,paper
10.1016/j.envsoft.2019.07.007,"Guillaume, J. H., Jakeman, J. D., Marsili-Libelli, S., Asher, M., Brunner, P., Croke, B., Hill, M. C., Jakeman, A. J., Keesman, K. J., Razavi, S., & Stigter, J. D. (2019). Introductory overview of identifiability analysis: A guide to evaluating whether you have the right type of data for your modeling purpose. Environmental Modelling & Software, 119, 418-432. https://"
10.1109/TGRS.2017.2786158,"Gunn, G. E., Duguay, C. R., Atwood, D. K., King, J., & Toose, P. (2018). Observing scattering mechanisms of bubbled freshwater lake ice using polarimetric RADARSAT-2 (C-Band) and UW-Scat (X-and Ku-Bands). IEEE Transactions on Geoscience and Remote Sensing, 56(5), 2887-2903. "
10.1016/j.cirp.2019.04.101,"Guo, C., Koshy, P., Coelho, F., & Selvaganapathy, P. R. (2019). Sink electrical discharge machining of hydrophobic surfaces. CIRP Annals, 68(1), 185-188.  https://"
10.1029/2018WR022668,"Gupta, H. V., & Razavi, S. (2018). Revisiting the basis of sensitivity analysis for dynamical earth system models. Water Resources Research, 54(11), 8692-8717.   https://"
10.1016/j.envsoft.2017.03.031,"Haghnegahdar, A., & Razavi, S. (2017). Insights into Sensitivity Analysis of Environmental Models: On the Impacts of Parameter Perturbation Scale and Model Metric Choice, 95, 115-131 https://"
10.1002/hyp.11358,"Haghnegahdar, A., Razavi, S., Yassin, F., & Wheater, H. (2017). Multicriteria sensitivity analysis as a diagnostic tool for understanding model behaviour and characterizing model uncertainty. Hydrological Processes, 31(25), 4462-4476.  https://"
10.1029/2018EF000867,"Hallema, D. W., Robinne, F. N., & Bladon, K. D. (2018). Reframing the challenge of global wildfire threats to water supplies. Earth's Future, 6(6), 772-776. "
10.1177/004728757701500347,"Hallema, D. W., Sun, G., Caldwell, P. V., Robinne, F., Bladon, K. D., Norman, S. P., Liu, Y., Cohen, E. C., & McNulty, S. G. (2019). Wildland fire impacts on water yield across the contiguous United States. Gen. Tech. Rep. SRS-238. Asheville, NC: US Department of Agriculture Forest Service, Southern Research Station, 238, 1-118. https://www.srs.fs.usda.gov/pubs/58095  "
10.1016/j.foreco.2018.02.037,"Halofsky, J., Andrews-Key, S., Edwards, J., Johnston, M., Nelson, H., Peterson, D., Schmitt, K., Swanston, C., & Williamson., T. (2018). Adapting forest management to climate change: The state of science and applications in Canada and the United States. Forest Ecology and Management, 421, 84-97. https://"
10.1007/978-3-030-38919-2_50,"Hamedmohseni, B., Rahmati, Z., & Mondal, D. (2020, January). Simplified Emanation Graphs: A Sparse Plane Spanner with Steiner Points. In the 46th International Conference on Current Trends in Theory and Practice of Computer Science (SOFSEM), pp 607-616. "
10.1080/07011784.2020.1772116,"Han, M., Mai, J., Tolson, B. A., Craig, J. R., Gaborit, E., Liu, H., & Lee, K. (2020). Subwatershed-based lake and river routing products for hydrologic and land surface models applied over Canada. Canadian Water Resources Journal/Revue canadienne des ressources hydriques, 1-15. https://"
10.1139/cjfr-2018-0293,"Hanes, C. C., Wang, X., Jain, P., Parisien, M. A., Little, J. M., & Flannigan, M. D. (2019). Fire-regime changes in Canada over the last half century. Canadian Journal of Forest Research, 49(3), 256-269. https://"
10.1016/j.jglr.2020.02.004,"Hanrahan, B. R., King, K. W., Macrae, M. L., Williams, M. R., & Stinner, J. H. (2020). Among-site variability in environmental and management characteristics: Effect on nutrient loss in agricultural tile drainage. Journal of Great Lakes Research.  https://"
10.1175/JHM-D-18-0039.1,"Harder, P., Helgason, W. D., & Pomeroy, J. W. (2018). Modeling the Snowpack Energy Balance during Melt under Exposed Crop Stubble. Journal of Hydrometeorology, 19(7), 1191-1214. "
10.1002/2017GL074394,"Harder, P., Pomeroy, J. W., & Helgason, W. (2017). Local?scale advection of sensible and latent heat during snowmelt. Geophysical Research Letters, 44(19), 9769-9777. "
10.5194/hess-23-1-2019,"Harder, P., Pomeroy, J. W., & Helgason, W. D. (2019). A simple model for local-scale sensible and latent heat advection contributions to snowmelt. Hydrology and Earth System Sciences, 23(1), 1-17. "
10.1002/ppp.1997,"Harrington, J. S., & Hayashi, M. (2019). Application of distributed temperature sensing for mountain permafrost mapping. Permafrost and Periglacial Processes, 30(2), 113-120. https://"
10.1002/hyp.11391,"Harrington, J. S., Hayashi, M., & Kurylyk, B. L. (2017). Influence of a rock glacier spring on the stream energy budget and cold?water refuge in an alpine stream. Hydrological Processes, 31(26), 4719-4733. https://"
10.1002/hyp.13248,"Harrington, J. S., Mozil, A., Hayashi, M., & Bentley, L. R. (2018). Groundwater flow and storage processes in an inactive rock glacier. Hydrological Processes, 32(20), 3070-3088. https://"
10.1016/j.biocon.2020.108670,"Harrison, H. L., & Loring, P. A. (2020). Seeing beneath disputes: A transdisciplinary framework for diagnosing complex conservation conflicts. Biological Conservation, 248, 108670. https://"
10.1145/3396339.3396390,"Hasan, R., Mondal, D., & Gutwin, C. (2020). Tracing Shapes with Eyes: Design and Evaluation of an Eye Tracking Based Approach. In the 10th Augmented Human International Conference (AH), pp1-4. "
10.1002/ird.2200,"Hashemi Garmdareh, S. E., Malekian, R., Madani, A., & Gordon, R. (2018). Simulation of Nitrate?N Leaching in No?Till Fields with DRAINMOD?N II in a Cold?Humid Region. Irrigation and Drainage, 67, 65-72. "
10.1016/j.jenvman.2018.11.016,"Hassanzadeh, E., Strickert, G., Morales-Marin, L., Noble, B., Baulch, H., Shupena-Soulodre, E., & Lindenschmidt, K. E. (2019). A framework for engaging stakeholders in water quality modeling and management: Application to the Qu'Appelle River Basin, Canada. Journal of environmental management, 231, 1117-1126. https://dx."
10.5194/essd-11-111-2019,"He, J., & Hayashi, M. (2019). Lake O'Hara alpine hydrological observatory: hydrological and meteorological dataset, 2004-2017. Earth System Science Data, 11(1), 111-117. https://"
10.1093/nar/gky807,"He, Y., Chen, D., Huang, P. J. J., Zhou, Y., Ma, L., Xu, K., Yang, R. & Liu, J. (2018). Misfolding of a DNAzyme for ultrahigh sodium selectivity over potassium. Nucleic acids research, 46(19), 10262-10271. https://"
10.1111/gcb.14816,"He, Y., Peng, S. S., Liu, Y. W., Li, X. Y., Wang, K., Ciais, P., Arain, M. A., Fang, Y. Y., Fisher, J. B., Goll, D., Hayes, D., Huntzinger, D. N., Ito, A., Jain, A. K., Janssens, I. A., Mao, J. F., Matteo, C., Michalak, A. M., Peng, C. H., Penuelas, J., Poulter, B., Qin, D. H., Ricciuto, D. M., Schaefer, K., Schwalm, C. R., Shi, X. Y., Tian, H. Q., Vicca, S., Wei, Y. X., Zeng, N., Zhu, Q. A. (2019). Global vegetation biomass production efficiency constrained by models and observations. Global change biology, 26(3), 1474-1484.    https://"
10.1088/1748-9326/aa8c85,"Helbig, M., Quinton, W. L., & Sonnentag, O. (2017). Warmer spring conditions increase annual methane emissions from a boreal peat landscape with sporadic permafrost. Environmental Research Letters, 12(11), 115009. https://"
10.1038/s41558-020-0763-7,"Helbig, M., Waddington, J. M., Alekseychik, P., Amiro, B. D., Aurela, M., Barr, A. G., Black, T. A., Blanken, P. D., Carey, S. K., Chen, J. & Chi, J. (2020). Increasing contribution of peatlands to boreal evapotranspiration in a warming climate. Nature Climate Change, 1-6. "
10.5194/essd-10-1655-2018,"Hernández-Henríquez, M. A., Sharma, A. R., Taylor, M., Thompson, H. D., & Déry, S. J. (2018). The Cariboo Alpine Mesonet: sub-hourly hydrometeorological observations of British Columbia's Cariboo Mountains and surrounding area since 2006. Earth System Science Data, 10(3), 1655-1672. "
10.1016/j.mex.2018.10.015,"Ho, E. (2018). Criteria-based ranking (CBR): A comprehensive process for selecting and prioritizing monitoring indicators. MethodsX, 5, 1324-1329.  https://"
10.1016/j.ecolind.2018.08.017,"Ho, E., Eger, S., & Courtenay, S. C. (2018). Assessing current monitoring indicators and reporting for cumulative effects integration: A case study in Muskoka, Ontario, Canada. Ecological Indicators, 95, 862-876. https://"
10.3390/rs12091425,"Hoekstra, M., Jiang, M., Clausi, D. A., & Duguay, C. (2020). Lake Ice-Water Classification of RADARSAT-2 Images by Integrating IRGS Segmentation with Pixel-Based Random Forest Labeling. Remote Sensing, 12(9), 1425. https://"
10.1002/eco.1942,"Hokanson, K. J., Moore, P. A., Lukenbach, M. C., Devito, K. J., Kettridge, N., Petrone, R. M., ... & Waddington, J. M. (2018). A hydrogeological landscape framework to identify peatland wildfire smouldering hot spots. Ecohydrology, 11(4), e1942. "
10.1002/ppp.2048,"Holloway, J. E., Lewkowicz, A. G., Douglas, T. A., Li, X., Turetsky, M. R., Baltzer, J. L., & Jin, H. (2020). Impact of wildfire on permafrost landscapes: A review of recent advances and future prospects. Permafrost and Periglacial Processes, 31(3), 371-382.  https://"
10.1029/2019GL083525,"Hora, T., Srinivasan, V., & Basu, N. B. (2019). The groundwater recovery paradox in South India. Geophysical Research Letters, 46(16), 9602-9611.  https://"
10.1145/3394976,"Hossain, M. M., Roy, B., Roy, C. K., & Schneider, K. A. (2020). VizSciFlow: A Visually Guided Scripting Framework for Supporting Complex Scientific Data Analysis. Proceedings of the ACM on Human-Computer Interaction, 4(EICS), 1-37. https://"
10.3389/fchem.2019.00198,"Hu, S., Huang, P. J. J., Wang, J., & Liu, J. (2019). Phosphorothioate DNA mediated sequence-insensitive etching and ripening of silver nanoparticles. Frontiers in chemistry, 7, 198. https://"
10.1002/anie.201915675,"Huang, P. J. J., de Rochambeau, D., Sleiman, H. F., & Liu, J. (2020). Target Self?Enhanced Selectivity in Metal?Specific DNAzymes. Angewandte Chemie International Edition, 59(9), 3573-3577. https://"
10.5194/hess-23-1-2019,"IIslam, S. U., Curry, C. L., Déry, S. J., & Zwiers, F. W. (2019). Quantifying projected changes in runoff variability and flow regimes of the Fraser River Basin, British Columbia. Hydrology and Earth System Sciences, 23(2), 811-828. "
10.1029/2018WR023815,"Ilampooranan, I., Van Meter, K. J., & Basu, N. B. (2019). A Race against Time: Modelling Time Lags in Watershed Response. Water Resources Research, 55.  https://"
10.1029/2018JG004716,"Ingram, R. C., Moore, P. A., Wilkinson, S., Petrone, R. M., & Waddington, J. M. (2019). Postfire soil carbon accumulation does not recover boreal peatland combustion loss in some hydrogeological settings. Journal of Geophysical Research: Biogeosciences, 124(4), 775-788. "
10.1016/j.jglr.2019.10.005,"Irvine, C., Macrae, M., Morison, M., & Petrone, R. (2019). Seasonal nutrient export dynamics in a mixed land use subwatershed of the Grand River, Ontario, Canada. Journal of Great Lakes Research, 45(6), 1171-1181. "
10.1109/ICPC.2019.00022,"Islam, J., Mondal, M., Roy, C., & Schneider, K. (2019). Comparing bug replication in regular and micro code clones. In 2019 IEEE/ACM 27th International Conference on Program Comprehension (ICPC) (pp. 81-92). IEEE. "
10.1109/SCAM.2018.00020,"Islam, M. A., Islam, M. M., Mondal, M., Roy, B., Roy, C. K., & Schneider, K. A. (2018). Detecting evolutionary coupling using transitive association rules. In 2018 IEEE 18th International Working Conference on Source Code Analysis and Manipulation (SCAM) (pp. 113-122). IEEE. "
10.5194/hess-23-811-2019,"Islam, S. U., Curry, C. L., Déry, S. J., & Zwiers, F. W. (2019). Quantifying projected changes in runoff variability and flow regimes of the Fraser River Basin, British Columbia. Hydrology and Earth System Sciences, 23(2), 811-828. https://"
10.1016/j.chemosphere.2019.05.282,"Jardine, T. D., "
10.2166/wqrj.2018.020,"Jawed, Z., & Krantzberg, G. (2019). A comparative analysis of practitioners' experience in sediment remediation projects to highlight best practices, Water Quality Research Journal, 54(1), 10-33. https://"
10.1016/j.jglr.2020.05.006,"Jenny, J-P., Anneville, O., Arnaud, F., Baulaz, Y., Bouffard, D., Domaizon, I., Bocaniov, S. A., Chèvre, N., Dittrich, M., Dorioz, J-M., Dunlop, E., Dur, G., Guillard, J., Guinaldo, T., Jacquet, S., Jamoneau, A., Jawed, Z., Jeppesen, E., Krantzberg, G., Lenters, J., Leoni, B., Meybeck, M., Nava, V., Nõges, T., Nõges, P., Patelli, M., Pebbles, V., Perga, M-E., Rasconi, S., Ruetz III, C.R., Rudstam, L., Salmaso, N., Sapna, S., Straile, D., Tammeorg, O., Twiss, M.R., Uzarski, D. G., Ventela, A-M., Vincent, W. F, Wilhelm, S. W., Wängberg, S-A., & Weyhenmeyer, G. A. (2020). Scientists' Warning to Humanity: Rapid Degradation of the World's Large Lakes. Journal of Great Lakes Research.   https://"
10.1021/acs.biochem.8b00900,"Jimmy Huang, P. J., Moon, W. J., & Liu, J. (2018). Instantaneous iodine-assisted DNAzyme cleavage of phosphorothioate RNA. Biochemistry, 58(5), 422-429.  https://"
10.1002/rra.3529,"Johnson, M. F., Thorne, C. R., Castro, J. M., Kondolf, G. M., Mazzacano, C. S., Rood, S. B., & Westbrook, C. (2020). Biomic river restoration: A new focus for river management. River Research and Applications, 36(1), 3-12. https://"
10.1071/WF16221,"Johnston, L. M., & Flannigan, M. D. (2018). Mapping Canadian wildland fire interface areas. International journal of wildland fire, 27(1), 1-14. https://"
10.1016/j.envsoft.2019.03.007,"Kahsay, T. N., Arjoon, D., Kuik, O., Brouwer, R., Tilmant, A., & van der Zaag, P. (2019). A hybrid partial and general equilibrium modeling approach to assess the hydro-economic impacts of large dams-The case of the Grand Ethiopian Renaissance Dam in the Eastern Nile River basin. Environmental Modelling & Software, 117, 76-88. https://"
10.1142/S201000781750004X,"Kahsay, T. N., Kuik, O., Brouwer, R., & Van Der Zaag, P. (2017). The economy-wide impacts of climate change and irrigation development in the Nile Basin: a computable general equilibrium approach. Climate Change Economics, 8(01), 1750004.   https://"
10.1007/s11269-017-1847-7,"Kahsay, T. N., Kuik, O., Brouwer, R., & van der Zaag, P. (2018). The transboundary impacts of trade liberalization and climate change on the Nile basin economies and water resource availability. Water resources management, 32(3), 935-947.   https://"
10.1109/IGARSS.2019.8900128,"Kang, K. K. K., Hoekstra, M., Foroutan, M., Chegoonian, A. M., Zolfaghari, K., & Duguay, C. R. (2019). Operating Procedures and Calibration of a Hyperspectral Sensor Onboard a Remotely Piloted Aircraft System For Water and Agriculture Monitoring. In IGARSS 2019-2019 IEEE International Geoscience and Remote Sensing Symposium (pp. 9200-9203). IEEE. https://"
10.1002/eco.1923,"Karran, D. J., Westbrook, C. J., & Bedard?Haughn, A. (2018). Beaver?mediated water table dynamics in a Rocky Mountain fen. Ecohydrology, 11(2), e1923.   https://"
10.1088/2515-7620/ab37e7,"Kay, M. L., Wiklund, J. A., Remmer, C. R., Neary, L. K., Brown, K., Ghosh, A., MacDonald, E., Thomson, K., Vucic, J.M., Wesenberg, K. & Hall, R. I. (2019). Bi-directional hydrological changes in perched basins of the Athabasca Delta (Canada) in recent decades caused by natural processes. Environmental Research Communications, 1(8), 081001. https://"
10.1016/j.scitotenv.2019.135309,"Kay, M. L., Wiklund, J. A., Remmer, C. R., Owca, T. J., Klemt, W. H., Neary, L. K., Brown, K., MacDonald, E., Thomson, K., Vucic, J. M., & Wesenberg, K. (2020). Evaluating temporal patterns of metals concentrations in floodplain lakes of the Athabasca Delta (Canada) relative to pre-industrial baselines. Science of The Total Environment, 704, 135309. https://"
10.1101/674325,"Kehoe, M. J., Ingalls, B. P., Venkiteswaran, J. J., & Baulch, H. M. (2019). Successful forecasting of harmful cyanobacteria blooms with high frequency lake data. bioRxiv, 674325. https://"
10.1038/s41598-019-40033-7,"Kettridge, N., Lukenbach, M. C., Hokanson, K. J., Devito, K. J., Petrone, R. M., Mendoza, C. A., & Waddington, J. M. (2019). Severe wildfire exposes remnant peat carbon stocks to increased post-fire drying. Nature Scientific reports, 9(1), 1-6.   https://"
10.1002/2018EF000813,"Kharin, V. V., Flato, G. M., Zhang, X., Gillett, N. P., Zwiers, F., & Anderson, K. J. (2018). Risks from climate extremes change differently from 1.5 C to 2.0 C depending on rarity. Earth's Future, 6(5), 704-715. https://"
10.1016/j.rse.2018.05.028,"King, J., Derksen, C., Toose, P., Langlois, A., Larsen, C., Lemmetyinen, J., Marsh, P., Montpetit, B., Roy, A., Rutter, N. & Sturm, M. (2018). The influence of snow microstructure on dual-frequency radar measurements in a tundra environment. Remote Sensing of Environment, 215, 242-254.https://"
10.1175/BAMS-D-18-0268.1,"Knox, S. H., Jackson, R. B. et al. incl. Helbig, M., Sonnentag, O. (2019). FLUXNET-CH4 synthesis activity: Objectives, observations, and future directions. Bulletin of the American Meteorological Society, 100(12), 2607-2632. "
10.1016/j.atmosres.2017.03.005,"Kochtubajda, B., Mooney, C., & Stewart, R. (2017). Characteristics, atmospheric drivers and occurrence patterns of freezing precipitation and ice pellets over the Prairie Provinces and Arctic Territories of Canada: 1964-2005. Atmospheric Research, 191, 115-127. https://"
10.1080/07055900.2019.1576023,"Kochtubajda, B., Stewart, R. E., Flannigan, M. D., Bonsal, B. R., Cuell, C., & Mooney, C. J. (2019). An assessment of surface and atmospheric conditions associated with the extreme 2014 wildfire season in Canada's Northwest Territories. Atmosphere-Ocean, 57(1), 73-90. "
10.1002/hyp.13347,"Kokulan, V., Macrae, M. L., Ali, G. A., & Lobb, D. A. (2019a). Hydroclimatic controls on runoff activation in an artificially drained, near?level Vertisolic clay landscape in a prairie climate. Hydrological processes, 33(4), 602-615.  "
10.2134/jeq2019.03.0103,"Kokulan, V., Macrae, M. L., Lobb, D. A., & Ali, G. A. (2019b). Contribution of overland and tile flow to runoff and nutrient losses from Vertisols in Manitoba, Canada. Journal of environmental quality, 48(4), 959-965. "
10.1002/hyp.13292,"Kompanizare, M., Petrone, R. M., Shafii, M., Robinson, D. T., & Rooney, R. C. (2018). Effect of climate change and mining on hydrological connectivity of surficial layers in the Athabasca Oil Sands Region. Hydrological Processes, 32(25), 3698-3716. https://"
10.1007/s11027-015-9662-z,"Koopman, J. F., Kuik, O., Tol, R. S., & Brouwer, R. (2017). The potential of water markets to allocate water between industry, agriculture, and public water utilities as an adaptation mechanism to climate change. Mitigation and adaptation strategies for global change, 22(2), 325-347. "
10.1002/lno.11438,"Kreuzburg, M., Rezanezhad, F., Milojevic, T., Voss, M., Gosch, L., Liebner, S., Van Cappellen, P., & Rehder, G. (2020). Carbon release and transformation from coastal peat deposits controlled by submarine groundwater discharge: A column experiment study. Limnology and Oceanography, 65, 1116-1135. https://"
10.1080/07011784.2018.1527256,"Krinner, G., Derksen, C., Essery, R., Flanner, M., Hagemann, S., Clark, M., Hall, A., Rott, H., Brutel-Vuilmet, C., Kim, H., Ménard, C. B., Mudryk, L., Thacheray, C., Wang, L., Arduini, G., Balsamo, G., Bartlett, P., Boike, J., Boone, A., Chéruy, F., Colin, J., Cuntz, M., Dai, Y., Decharme, B., Derry, J., Ducharne, A., Dutra, E., Fang, X., Fierz, C., Ghattas, J., Gusev, Y., Haverd, V., Kontu, A., Lafaysse, M., Law, R., Lawrence, D., Li, W., Marke, T., Marks, D., Ménégoz, M., Nasonova, O., Nitta, T., Niwano, M., Pomeroy, J., Raleigh, M. S., Schaedler, G., Semenov, V., Smirnova, T. G., Stacke, T., Strasser, U., Svenson, S., Turkov, D., Wang, T., Wever, N., Yuan, H., Zhou, W., & Zhu, D. (2018). ESM-SnowMIP: assessing snow models and quantifying snow-related climate feedbacks. Geoscientific Model Development, 11, 5027-5049. "
org/10.5194/hess-22-3993-2018,"Krogh, S. A., & Pomeroy, J. W. (2018). Recent changes to the hydrological cycle of an Arctic basin at the tundra-taiga transition. Hydrology and Earth System Sciences, 22(7), 3993-4014. "
10.1175/JHM-D-18-0187.1,"Krogh, S. A., & Pomeroy, J. W. (2019). Impact of Future Climate and Vegetation on the Hydrology of an Arctic Headwater Basin at the Tundra-Taiga Transition. Journal of Hydrometeorology, 20(2), 197-215. "
10.1016/j.jhydrol.2017.05.042,"Krogh, S. A., Pomeroy, J. W., & Marsh, P. (2017). Diagnosis of the hydrology of a small Arctic basin at the tundra-taiga transition using a physically based hydrological model. Journal of Hydrology, 550, 685-703. https://"
10.5194/bg-17-361-2020-supplement,"Kuhry, P., Bárta, J.,  Blok, D., Elberling, B., Faucherre, S., Hugelius, G., Jørgensen, C.J., Richter, A., Šantr??ková, H., & Weiss, N. (2020). Lability classification of soil organic matter in the northern permafrost region. Biogeosciences, 17, 361-379. "
10.5194/hess-24-3677-2020,"Kurkute, S., Li, Z., Li, Y., & Huo, F. (2020). Assessment and projection of the water budget over western Canada using convection-permitting weather research and forecasting simulations. Hydrology and Earth System Sciences, 24(7), 3677-3697.   https://"
10.3389/fenvs.2019.00010,"Kythreotis, A. P., Mantyka-Pringle, C., Mercer, T. G., Whitmarsh, L. E., Corner, A., Paavola, J., Chambers, C., Miller, B.A. & Castree, N. (2019). Citizen social science for more integrative and effective climate action: A science-policy perspective. Frontiers in Environmental Science, 7, 10. "
10.1101/570275,"Larsen, M. L., Baulch, H. M., Schiff, S. L., Simon, D. F., Sauvé, S., & Venkiteswaran, J. J. (2019). Extreme midsummer rainfall event drives early onset cyanobacterial bloom. BioRxiv, 570275. https://"
10.1029/2018MS001583,"Lawrence, D. M., Fisher, R. A., Koven, C. D., Oleson, K. W., Swenson, S. C., Bonan, G., Clark, M., et al. (2019). The Community Land Model version 5: Description of new features, benchmarking, and impact of forcing uncertainty. Journal of Advances in Modeling Earth Systems, 11, 4245- 4287. https://"
10.1016/j.envint.2020.105569,"Lee, A. H., Lee, J., Hong, S., Kwon, B. O., Xie, Y., Giesy, J. P., Zhang, X. & Khim, J. S. (2020). Integrated assessment of west coast of South Korea by use of benthic bacterial community structure as determined by eDNA, concentrations of contaminants, and in vitro bioassays. Environment International, 137, 105569.   https://"
10.1016/j.cej.2019.122468,"Lee, H. J., Kim, H. E., Kim, M. S., de Lannoy, C. F., & Lee, C. (2020). Inactivation of bacterial planktonic cells and biofilms by Cu (II)-activated peroxymonosulfate in the presence of chloride ion. Chemical Engineering Journal, 380, 122468.   https://"
10.1038/s41558-019-0639-x,"Lehner, F., Wood, A. W., Vano, J. A., Lawrence, D. M., Clark, M. P., & Mankin, J. S. (2019). The potential to reduce uncertainty in regional runoff projections from climate models. Nature Climate Change, 9(12), 926-933. "
10.1002/2017GL075974,"Leonard, R. M., Kettridge, N., Devito, K. J., Petrone, R. M., Mendoza, C. A., Waddington, J. M., & Krause, S. (2018). Disturbance Impacts on Thermal Hot Spots and Hot Moments at the Peatland?Atmosphere Interface. Geophysical Research Letters, 45(1), 185-193. "
10.1029/2018WR022969,"Leroux, N. R., & Pomeroy, J. W. (2019). Simulation of capillary pressure overshoot in snow combining trapping of the wetting phase with a nonequilibrium Richards equation model. Water Resources Research, 55(1), 236-248.    https://"
org/10.1016/j.envpol.2018.11.007,"Li, C., Feng, W., Chen, H., Li, X., Song, F., Guo, W., Giesy, J. P. & Sun, F. (2019). Temporal variation in zooplankton and phytoplankton community species composition and the affecting factors in Lake Taihu-a large freshwater lake in China. Environmental Pollution, 245, 1050-1057. "
10.1002/2017EF000639,"Li, C., Zhang, X., Zwiers, F., Fang, Y., & Michalak, A. M. (2017). Recent very hot summers in Northern Hemispheric land areas measured by wet bulb globe temperature will be the norm within 20 years. Earth's Future, 5(12), 1203-1216. "
10.1029/2018EF001001,"Li, C., Zwiers, F., Zhang, X., & Li, G. (2019). How much information is required to well constrain local estimates of future precipitation extremes?. Earth's Future, 7(1), 11-24. https://"
10.1029/2019GL082908,"Li, C., Zwiers, F., Zhang, X., Chen, G., Lu, J., Li, G., Norris, J., Tan, Y., Sun, Y. & Liu, M. (2019). Larger increases in more extreme local precipitation events as climate warms. Geophysical Research Letters, 46(12), 6885-6891. "
10.1039/C8CC07062H,"Li, D., Liu, B., Huang, P. J. J., Zhang, Z., & Liu, J. (2018). Highly active fluorogenic oxidase-mimicking NiO nanozymes. Chemical Communications, 54(88), 12519-12522. https://"
10.1021/acs.est.8b03869,"Li, F., Peng, Y., Fang, W., Altermatt, F., Xie, Y., Yang, J., & Zhang, X. (2018). Application of environmental DNA metabarcoding for predicting anthropogenic pollution in rivers. Environmental science & technology, 52(20), 11708-11719. "
10.1016/j.envint.2019.105214,"Li, F., Zhang, X., Xie, Y., & Wang, J. (2019). Sedimentary DNA reveals over 150 years of ecosystem change by human activities in Lake Chao, China. Environment international, 133, 105214. https://"
10.1109/SANER48275.2020.9054832,"Li, G., Wu, Y., Roy, C. K., Sun, J., Peng, X., Zhan, N., Hu, B., & Ma, J. (2020). SAGA: Efficient and Large-Scale Detection of Near-Miss Clones with GPU Acceleration. In 2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER) (pp. 272-283). IEEE. "
10.1007/s10584-018-2199-x,"Li, G., Zhang, X., Cannon, A. J., Murdock, T., Sobie, S., Zwiers, F., Anderson, K., & Qian, B. (2018). Indices of Canada's future climate for general and agricultural adaptation applications. Climatic Change, 148(1-2), 249-263. https://"
10.1029/2019EA001047,"Li, H., Zhong, X., Ma, Z., Tang, G., Ding, L., Sui, X.,  Xu, J. & He, Y. (2020). Climate Changes and Their Teleconnections with ENSO Over the Last 55 Years, 1961-2015, in Floods?Dominated Basin, Jiangxi Province, China. Earth and Space Science, 7(3), e2019EA001047. https://"
10.1111/gcb.14297,"Li, X., Xiao J., He, B., Arain, M. A., Beringer, J., Desai, A. R., Emmel, C., Hollinger, D. Y., Krasnova, A., Mammarella, I., Noe, S. M., Ortiz, P. S., Rey-Sanchez, A. C., Rocha, A. V., & Varlagin, A. (2018). Solar-induced chlorophyll fluorescence is strongly correlated with terrestrial photosynthesis for a wide variety of biomes: First global analysis based on OCO-2 and flux tower observations. Global Change Biology, 24(9), 3990-4008.   "
10.5194/hess-2019-201,"Li, Y., Li, Z., Zhang, Z., Chen, L., Kurkute, S., Scaff, L., & Pan, X. (2019). High-resolution regional climate modeling and projection over western Canada using a weather research forecasting model with a pseudo-global warming approach. Hydrology and Earth System Sciences, 23(11), 4635-4659. https://"
10.1175/JHM-D-15-0176.1,"Li, Y., Szeto, K., Stewart, R. E., Thériault, J. M., Chen, L., Kochtubajda, B., Liu, A., Boodoo, S., Goodson, R., Mooney, C. & Kurkute, S. (2017). A numerical study of the June 2013 flood-producing extreme rainstorm over southern Alberta. Journal of Hydrometeorology, 18(8), 2057-2078. https://"
10.1175/JHM-D-15-0176.1,"Li, Y., Szeto, K., Stewart, R., Theriault, J., Chen, L., Kochtubajda, B., Liu, A., Boodoo, S., Goodson, R., Mooney, C. & Kurkute, S. (2017). The June 2013 Alberta catastrophic flooding: Water vapor transport analysis by WRF simulation. J. Hydrometeorol, 18, 2057-2078. "
10.1080/07038992.2018.1419424,"Li, Z., & Lindenschmidt, K. E. (2018). Coherence of Radarsat-2, Sentinel-1, and ALOS-1 PALSAR for monitoring spatiotemporal variations of river ice covers. Canadian Journal of Remote Sensing, 44(1), 11-25. https://"
10.3390/rs12081258,"Li, Z., Chen, M., Gao, S., Hong, Z., Tang, G., Wen, Y., Gourley, J. J. & Hong, Y. (2020). Cross-Examination of Similarity, Difference and Deficiency of Gauge, Radar and Satellite Precipitation Measuring Uncertainties for Extreme Events Using Conventional Metrics and Multiplicative Triple Collocation. Remote Sensing, 12(8), 1258.   https://"
10.5194/hess-2018-56,"Li, Z., Li, Y., Bonsal, B., Manson, A. H., & Scaff, L. (2018). Combined impacts of ENSO and MJO on the 2015 growing season drought on the Canadian Prairies. Hydrology & Earth System Sciences, 22(10), 5057-5067. https://"
10.1007/s13351-017-6146-y,"Li, Z., Manson, A. H., Li, Y., & Meek, C. (2017). Circulation characteristics of persistent cold spells in central-eastern North America. Journal of Meteorological Research, 31(1), 250-260. https://"
10.1080/07055900.2019.1638226,"Lilhare, R., Déry, S. J., Pokorny, S., Stadnyk, T. A., & Koenig, K. A. (2019). Intercomparison of Multiple Hydroclimatic Datasets across the Lower Nelson River Basin, Manitoba, Canada. Atmosphere-Ocean, 57(4), 262-278.  https://"
