title,author,abstract,url,pages,doi,bibkey
Grassroots and Global Governance: Can Global–Local Linkages Foster Food System Resilience for Small Northern Canadian Communities?,"Carla Johnston, Andrew Spring, ","Communities in Canada’s Northwest Territories (NWT) are at the forefront of the global climate emergency. Yet, they are not passive victims; local-level programs are being implemented across the region to maintain livelihoods and promote adaptation. At the same time, there is a recent call within global governance literature to pay attention to how global policy is implemented and affecting people on the ground. Thinking about these two processes, we ask the question: (how) can global governance assist northern Indigenous communities in Canada in reaching their goals of adapting their food systems to climate change? To answer this question, we argue for a “community needs” approach when engaging in global governance literature and practice, which puts community priorities and decision-making first. As part of a collaborative research partnership, we highlight the experiences of Ka’a’gee Tu First Nation, located in Kakisa, NWT, Canada. We include their successes of engaging in global network building and the systemic roadblock of lack of formal land tenure. Moreover, we analyze potential opportunities for this community to engage with global governance instruments and continue connecting to global networks that further their goals related to climate change adaptation and food sovereignty.",G21-52001,2415,10.3390/su13042415,Johnston-2021-Grassroots
Northern Food Systems in Transition: The Role of the Emerging Agri-Food Industry in the Northwest Territories (Canada) Food System,"Margaret A. Lemay, Josalyn Radcliffe, David Bysouth, Andrew Spring, ","This paper reports the findings of an ethnographic study that involved working with local organizations, food advocates, and communities to develop strategies for expanding the nascent Northwest Territories (NWT), Canada agri-food industry. The NWT represents a unique case study in that the fledging agri-food industry has been recognized for its promise in contributing to the core goals of the transitioning NWT food system. The study is guided by two research questions: (1) How is the promise of the emerging NWT agri-food industry framed within the context of the broader food system? (2) Given this framing of the NWT agri-food industry, how can it contribute to the sustainability of the NWT food system and to the goals of food security, poverty reduction, nutrition, and economic development? Grounded in a food systems approach, we used a correlative, evolutionary SWOT analysis to profile the nascent NWT agri-food industry within the context of the existing NWT food system. Through further thematic analysis, we identify and describe two dominant narratives (agri-food industry business case narrative and agri-food industry implications narrative) and key themes within the narratives based on an adapted food systems framework. The agri-food business case narrative highlights discourse articulating the business or commercial viability for a local agri-food value chain to function, evolve, and expand. The agri-food industry implications narrative envisions the ways in which the emerging NWT agri-food industry may interact within the existing NWT food system, highlighting potential environmental, social, cultural, and political implications of an expanding commercial-based agri-food value chain. Within the two narratives, certain subcomponents of the NWT agri-food system appear to be more prevalent, including climate, soil, and ecosystems, policy/regulations/governance, socio-cultural norms, knowledge, inputs, finance, production, and consumption. We make policy and practice recommendations for co-designing an agri-food industry that serves the multiple goals of the NWT food system. As an exploratory, descriptive-structural analysis the study provides a critical empirical basis for future in-depth, fully integrated synthesis of the complex social, cultural, economic, political, and ecological dynamics shaping Northern food systems in transition.",G21-53001,,10.3389/fsufs.2021.661538,Lemay-2021-Northern
Biases Beyond the Mean in CMIP6 Extreme Precipitation: A Global Investigation,"Hebatallah Mohamed Abdelmoaty, Simon Michael Papalexiou, Chandra Rupa Rajulapati, Amir AghaKouchak, ","Climate models are crucial for assessing climate variability and change. A reliable model for future climate should reasonably simulate the historical climate. Here, we assess the performance of CMIP6 models in reproducing statistical properties of observed annual maxima of daily precipitation. We go beyond the commonly used methods and assess CMIP6 simulations on three scales by performing: (a) univariate comparison based on L-moments and relative difference measures; (b) bivariate comparison using Kernel densities of mean and L-variation, and of L-skewness and L-kurtosis, and (c) comparison of the entire distribution function using the Generalized Extreme Value () distribution coupled with a novel application of the Anderson-Darling Goodness-of-fit test. The results reveal that the statistical shape properties (related to the frequency and magnitude of extremes) of CMIP6 simulations match well with the observational datasets. The simulated mean and variation differ among the models with 70% of simulations having a difference within 10% from the observations. Biases are observed in the bivariate investigation of mean and variation. Several models perform well with the HadGEM3-GC31-MM model performing well in all three scales when compared to the ground-based Global Precipitation Climatology Centre data. Finally, the study highlights biases of CMIP6 models in simulating extreme precipitation in the Arctic, Tropics, arid and semi-arid regions.",G21-54001,,10.1029/2021ef002196,Abdelmoaty-2021-Biases
Probabilistic Evaluation of Drought in CMIP6 Simulations,"Simon Michael Papalexiou, Chandra Rupa Rajulapati, Konstantinos M. Andreadis, Efi Foufoula‐Georgiou, Martyn P. Clark, Kevin E. Trenberth, ","As droughts have widespread social and ecological impacts, it is critical to develop long-term adaptation and mitigation strategies to reduce drought vulnerability. Climate models are important in quantifying drought changes. Here, we assess the ability of 285 CMIP6 historical simulations, from 17 models, to reproduce drought duration and severity in three observational data sets using the Standardized Precipitation Index (SPI). We used summary statistics beyond the mean and standard deviation, and devised a novel probabilistic framework, based on the Hellinger distance, to quantify the difference between observed and simulated drought characteristics. Results show that many simulations have less than ±10% error in reproducing the observed drought summary statistics. The hypothesis that simulations and observations are described by the same distribution cannot be rejected for more than 80% of the grids based on our H distance framework. No single model stood out as demonstrating consistently better performance over large regions of the globe. The variance in drought statistics among the simulations is higher in the tropics compared to other latitudinal zones. Though the models capture the characteristics of dry spells well, there is considerable bias in low precipitation values. Good model performance in terms of SPI does not imply good performance in simulating low precipitation. Our study emphasizes the need to probabilistically evaluate climate model simulations in order to both pinpoint model weaknesses and identify a subset of best-performing models that are useful for impact assessments.",G21-54002,,10.1029/2021ef002150,Papalexiou-2021-Probabilistic
"Flood spatial coherence, triggers, and performance in hydrological simulations: large-sample evaluation of four streamflow-calibrated models","Manuela I. Brunner, Lieke A. Melsen, Andrew W. Wood, Oldrich Rakovec, Naoki Mizukami, Wouter J. M. Knoben, Martyn P. Clark, ","Abstract. Floods cause extensive damage, especially if they affect large regions. Assessments of current, local, and regional flood hazards and their future changes often involve the use of hydrologic models. A reliable hydrologic model ideally reproduces both local flood characteristics and spatial aspects of flooding under current and future climate conditions. However, uncertainties in simulated floods can be considerable and yield unreliable hazard and climate change impact assessments. This study evaluates the extent to which models calibrated according to standard model calibration metrics such as the widely used Kling–Gupta efficiency are able to capture flood spatial coherence and triggering mechanisms. To highlight challenges related to flood simulations, we investigate how flood timing, magnitude, and spatial variability are represented by an ensemble of hydrological models when calibrated on streamflow using the Kling–Gupta efficiency metric, an increasingly common metric of hydrologic model performance also in flood-related studies. Specifically, we compare how four well-known models (the Sacramento Soil Moisture Accounting model, SAC; the Hydrologiska Byråns Vattenbalansavdelning model, HBV; the variable infiltration capacity model, VIC; and the mesoscale hydrologic model, mHM) represent (1) flood characteristics and their spatial patterns and (2) how they translate changes in meteorologic variables that trigger floods into changes in flood magnitudes. Our results show that both the modeling of local and spatial flood characteristics are challenging as models underestimate flood magnitude, and flood timing is not necessarily well captured. They further show that changes in precipitation and temperature are not always well translated to changes in flood flow, which makes local and regional flood hazard assessments even more difficult for future conditions. From a large sample of catchments and with multiple models, we conclude that calibration on the integrated Kling–Gupta metric alone is likely to yield models that have limited reliability in flood hazard assessments, undermining their utility for regional and future change assessments. We underscore that such assessments can be improved by developing flood-focused, multi-objective, and spatial calibration metrics, by improving flood generating process representation through model structure comparisons and by considering uncertainty in precipitation input.",G21-55001,105-119,10.5194/hess-25-105-2021,Brunner-2021-Flood
Challenges in modeling and predicting floods and droughts: A review,"Manuela I. Brunner, Louise Slater, Lena M. Tallaksen, Martyn Clark, ",,G21-56001,,10.1002/wat2.1520,Brunner-2021-Challenges
The Abuse of Popular Performance Metrics in Hydrologic Modeling,"Martyn P. Clark, Richard M. Vogel, Jonathan R. Lamontagne, Naoki Mizukami, Wouter J. M. Knoben, Guoqiang Tang, Shervan Gharari, Jim E. Freer, Paul H. Whitfield, Kevin R. Shook, Simon Michael Papalexiou, ","The goal of this commentary is to critically evaluate the use of popular performance metrics in hydrologic modeling. We focus on the Nash-Sutcliffe Efficiency (NSE) and the Kling-Gupta Efficiency (KGE) metrics, which are both widely used in hydrologic research and practice around the world. Our specific objectives are: (a) to provide tools that quantify the sampling uncertainty in popular performance metrics; (b) to quantify sampling uncertainty in popular performance metrics across a large sample of catchments; and (c) to prescribe the further research that is, needed to improve the estimation, interpretation, and use of popular performance metrics in hydrologic modeling. Our large-sample analysis demonstrates that there is substantial sampling uncertainty in the NSE and KGE estimators. This occurs because the probability distribution of squared errors between model simulations and observations has heavy tails, meaning that performance metrics can be heavily influenced by just a few data points. Our results highlight obvious (yet ignored) abuses of performance metrics that contaminate the conclusions of many hydrologic modeling studies: It is essential to quantify the sampling uncertainty in performance metrics when justifying the use of a model for a specific purpose and when comparing the performance of competing models.",G21-57001,,10.1029/2020wr029001,Clark-Vogel-2021-The-Abuse
Exploring the Potential of Zoning Regulation for Reducing Ice-Jam Flood Risk Using a Stochastic Modelling Framework,"Apurba Das, Karl-Erich Lindenschmidt, ","Ice-jam floods pose a serious threat to many riverside communities in cold regions. Ice-jam-related flooding can cause loss of human life, millions of dollars in property damage, and adverse impacts on ecology. An effective flood management strategy is necessary to reduce the overall risk in flood-prone areas. Most of these strategies require a detailed risk-based management study to assess their effectiveness in reducing flood risk. Zoning regulation is a sustainable measure to reduce overall flood risk for a flood-prone area. Zoning regulation is a specified area in a floodplain where certain restrictions apply to different land uses (e.g., development or business). A stochastic framework was introduced to evaluate the effectiveness of a potential zoning regulation. A stochastic framework encompasses the impacts of all the possible expected floods instead of a more traditional approach where a single design flood is incorporated. The downtown area of Fort McMurray along the Athabasca River was selected to explore the impact of zoning regulation on reducing expected annual damages (EAD) from ice-jam flooding. The results show that a hypothetical zoning regulation for a certain area in the town of Fort McMurray (TFM) can be effective in substantially reducing the level of EAD. A global sensitivity analysis was also applied to understand the impacts of model inputs on ice-jam flood risk using a regional sensitivity method. The results show that model boundary conditions such as river discharge, the inflowing volume of ice and ice-jam toe locations are highly sensitive to ice-jam flood risk.",G21-58001,2202,10.3390/w13162202,Das-2021-Exploring
"Modelling climatic impacts on ice-jam floods: a review of current models, modelling capabilities, challenges, and future prospects","Apurba Das, Karl-Erich Lindenschmidt, ","River ice is an important hydraulic and hydrological component of many rivers in the high northern latitudes of the world. It controls the hydraulic characteristics of streamflow, affects the geomorphology of channels, and can cause flooding due to ice-jam formation during ice-cover freeze-up and breakup periods. In recent decades, climate change has considerably altered ice regimes, affecting the severity of ice-jam flooding. Although many approaches have been developed to model river ice regimes and the severity of ice-jam flooding, appropriate methods that account for the impacts of future climate on ice-jam flooding have not been well established. Therefore, the main goals of this study are to review current knowledge regarding climate change impacts on river ice processes and to assess current modelling capabilities to determine the severity of ice jams under future climatic conditions. Finally, a conceptual river ice-jam modelling approach is presented for incorporating climate change impacts on ice jams.",G21-59001,378-390,10.1139/er-2020-0108,Das-2021-Modelling
Towards more realistic runoff projections by removing limits on simulated soil moisture deficit,"Keirnan J.A. Fowler, Gemma Coxon, Jim E. Freer, Wouter J.M. Knoben, Murray C. Peel, Thorsten Wagener, Andrew W. Western, Ross A. Woods, Lu Zhang, ","• Most conceptual bucket models have an upper limit on simulated soil moisture deficit. • Problems arise when the bucket “empties” because ET drops to unrealistic (low) levels. • Alternatives include bottomless buckets or deficit-based soil moisture accounting. • Here, we switch to a deficit-based scheme while keeping everything else constant. • Tested over historic drought, model performance and realism are enhanced. Rainfall-runoff models based on conceptual “buckets” are frequently used in climate change impact studies to provide runoff projections. When these buckets approach empty, the simulated evapotranspiration approaches zero, which places an implicit limit on the soil moisture deficit that can accrue within the model. Such models may cease to properly track the moisture deficit accumulating in reality as dry conditions continue, leading to overestimation of subsequent runoff and possible long-term bias under drying climate. Here, we suggest that model realism may be improved through alternatives which remove the upper limit on simulated soil moisture deficit, such as “bottomless” buckets or deficit-based soil moisture accounting. While some existing models incorporate such measures, no study until now has systematically assessed their impact on model realism under drying climate. Here, we alter a common bucket model by changing the soil moisture storage to a deficit accounting system in such a way as to remove the upper limit on simulated soil moisture deficit. Tested on 38 Australian catchments, the altered model is better able to track the decline in soil moisture at the end of seasonal dry periods, which leads to superior performance over varied historic climate, including the 13-year “Millennium” drought. However, groundwater and GRACE data reveal long-term trends that are not matched in simulations, indicating that further changes may be required. Nonetheless, the results suggest that a broader adoption of bottomless buckets and/or deficit accounting within conceptual rainfall runoff models may improve the realism of runoff projections under drying climate.",G21-60001,126505,10.1016/j.jhydrol.2021.126505,Fowler-2021-Towards
Mimicry of a Conceptual Hydrological Model (HBV): What's in a Name?,"Koen F. Jansen, Adriaan J. Teuling, James R. Craig, Marco Dal Molin, Wouter J. M. Knoben, Juraj Parajka, Marc Vis, Lieke A. Melsen, ","Models that mimic an original model might have a different model structure than the original model, that affects model output. This study assesses model structure differences and their impact on output by comparing 7 model implementations that carry the name HBV. We explain and quantify output differences with individual model structure components at both the numerical (e.g., explicit/implicit scheme) and mathematical level (e.g., lineair/power outflow). It was found that none of the numerical and mathematical formulations of the mimicking models were (originally) the same as the benchmark, HBV-light. This led to small but distinct output differences in simulated streamflow for different numerical implementations (KGE difference up to 0.15), and major output differences due to mathematical differences (KGE median loss of 0.27). These differences decreased after calibrating the individual models to the simulated streamflow of the benchmark model. We argue that the lack of systematic model naming has led to a diverging concept of the HBV-model, diminishing the concept of model mimicry. Development of a systematic model naming framework, open accessible model code and more elaborate model descriptions are suggested to enhance model mimicry and model development.",G21-61001,,10.1029/2020wr029143,Jansen-2021-Mimicry
Fill‐and‐Spill: A Process Description of Runoff Generation at the Scale of the Beholder,"Jeffrey J. McDonnell, Christopher Spence, Daniel J. Karran, H. J. (Ilja) van Meerveld, Ciaran J. Harman, ",,G21-61002,,10.1029/2020wr027514,McDonnell-2021-Fill‐and‐Spill:
"Numerical daemons of hydrological models are summoned by
extreme precipitation","Peter T. La Follette, Adriaan J. Teuling, Nans Addor, Martyn Clark, Koen Jansen, Lieke A. Melsen, ","Abstract. Hydrological models are usually systems of nonlinear differential equations for which no analytical solutions exist and thus rely on approximate numerical solutions. While some studies have investigated the relationship between numerical method choice and model error, the extent to which extreme precipitation like that observed during hurricanes Harvey and Katrina impacts numerical error of hydrological models is still unknown. This knowledge is relevant in light of climate change, where many regions will likely experience more intense precipitation events. In this experiment, a large number of hydrographs is generated with the modular modeling framework FUSE, using eight numerical techniques across a variety of forcing datasets. Multiple model structures, parameter sets, and initial conditions are incorporated for generality. The computational expense and numerical error associated with each hydrograph were recorded. It was found that numerical error (root mean square error) usually increases with precipitation intensity and decreases with event duration. Some numerical methods constrain errors much more effectively than others, sometimes by many orders of magnitude. Of the tested numerical methods, a second-order adaptive explicit method is found to be the most efficient because it has both low numerical error and low computational cost. A basic literature review indicates that many popular modeling codes use numerical techniques that were suggested by this experiment to be sub-optimal. We conclude that relatively large numerical errors might be common in current models, and because these will likely become larger as the climate changes, we advocate for the use of low cost, low error numerical methods.",G21-62001,,10.5194/hess-2021-28,La Follette-2021-Numerical
"Advances in modelling large river basins in cold regions with Modélisation Environmentale Communautaire - Surface and Hydrology (MESH), the Canadian hydrological land surface scheme","Howard Wheater, John Pomeroy, Alain Pietroniro, Bruce Davison, Mohamed Elshamy, Fuad Yassin, Prabin Rokaya, Abbas Fayad, Zelalem Tesemma, Daniel Princz, Youssef Loukili, Chris DeBeer, Andrew Ireson, Saman Razavi, Karl-Erich Lindenschmidt, Amin Elshorbagy, Matthew MacDonald, Mohamed Abdelhamed, Amin Haghnegahdar, Ala Bahrami, ","Cold regions provide water resources for half the global population yet face rapid change. Their hydrology is dominated by snow, ice and frozen soils, and climate warming is having profound effects. Hydrological models have a key role in predicting changing water resources, but are challenged in cold regions. Ground-based data to quantify meteorological forcing and constrain model parameterization are limited, while hydrological processes are complex, often controlled by phase change energetics. River flows are impacted by poorly quantified human activities. This paper reports scientific developments over the past decade of MESH, the Canadian community hydrological land surface scheme. New cold region process representation includes improved blowing snow transport and sublimation, lateral land-surface flow, prairie pothole storage dynamics, frozen ground infiltration and thermodynamics, and improved glacier modelling. New algorithms to represent water management include multi-stage reservoir operation. Parameterization has been supported by field observations and remotely sensed data; new methods for parameter identification have been used to evaluate model uncertainty and support regionalization. Additionally, MESH has been linked to broader decision-support frameworks, including river ice simulation and hydrological forecasting. The paper also reports various applications to the Saskatchewan and Mackenzie River basins in western Canada (0.4 and 1.8 million km). These basins arise in glaciated mountain headwaters, are partly underlain by permafrost, and include remote and incompletely understood forested, wetland, agricultural and tundra ecoregions. This imposes extraordinary challenges to prediction, including the need to overcoming biases in forcing data sets, which can have disproportionate effects on the simulated hydrology.",G21-62002,,10.22541/au.162738548.88997933/v1,Wheater-2021-Advances
Impact of measured and simulated tundra snowpack properties on heat transfer,"Victoria R. Dutch, Nick Rutter, Leanne Wake, Melody Sandells, Chris Derksen, Branden Walker, Gabriel Hould Gosselin, Oliver Sonnentag, Richard Essery, Richard Kelly, Philip Marsh, Joshua King, ","Abstract. Snowpack microstructure controls the transfer of heat to, and the temperature of, the underlying soils. In situ measurements of snow and soil properties from four field campaigns during two different winters (March and November 2018, January and March 2019) were compared to an ensemble of CLM5.0 (Community Land Model) simulations, at Trail Valley Creek, Northwest Territories, Canada. Snow MicroPenetrometer profiles allowed snowpack density and thermal conductivity to be derived at higher vertical resolution (1.25 mm) and a larger sample size (n = 1050) compared to traditional snowpit observations (3 cm vertical resolution; n = 115). Comparing measurements with simulations shows CLM overestimated snow thermal conductivity by a factor of 3, leading to a cold bias in wintertime soil temperatures (RMSE = 5.8 °C). Bias-correction of the simulated thermal conductivity (relative to field measurements) improved simulated soil temperatures (RMSE = 2.1 °C). Multiple linear regression shows the required correction factor is strongly related to snow depth (R2 = 0.77, RMSE = 0.066) particularly early in the winter. Furthermore, CLM simulations did not adequately represent the observed high proportions of depth hoar. Addressing uncertainty in simulated snow properties and the corresponding heat flux is important, as wintertime soil temperatures act as a control on subnivean soil respiration, and hence impact Arctic winter carbon fluxes and budgets.",G21-62003,,10.5194/tc-2021-313,Dutch-2021-Impact
The Boreal-Arctic Wetland and Lake Dataset (BAWLD),"David Olefeldt, Mikael Hovemyr, McKenzie A. Kuhn, David Bastviken, Theodore J. Bohn, John Connolly, Patrick Crill, Eugénie S. Euskirchen, Sarah A. Finkelstein, Hélène Genet, Guido Grosse, Lorna I. Harris, Liam Heffernan, Manuel Helbig, Gustaf Hugelius, Ryan Hutchins, Sari Juutinen, Mark J. Lara, Avni Malhotra, Kristen Manies, A. David McGuire, Susan M. Natali, Jonathan A. O'Donnell, Frans-Jan W. Parmentier, Aleksi Räsänen, Christina Schädel, Oliver Sonnentag, Maria Strack, Suzanne Tank, Claire Treat, Ruth K. Varner, Tarmo Virtanen, Rebecca K. Warren, Jennifer D. Watts, ","Abstract. Methane emissions from boreal and arctic wetlands, lakes, and rivers are expected to increase in response to warming and associated permafrost thaw. However, the lack of appropriate land cover datasets for scaling field-measured methane emissions to circumpolar scales has contributed to a large uncertainty for our understanding of present-day and future methane emissions. Here we present the Boreal-Arctic Wetland and Lake Dataset (BAWLD), a land cover dataset based on an expert assessment, extrapolated using random forest modelling from available spatial datasets of climate, topography, soils, permafrost conditions, vegetation, wetlands, and surface water extents and dynamics. In BAWLD, we estimate the fractional coverage of five wetland, seven lake, and three river classes within 0.5 × 0.5° grid cells that cover the northern boreal and tundra biomes (17 % of the global land surface). Land cover classes were defined using criteria that ensured distinct methane emissions among classes, as indicated by a co-developed comprehensive dataset of methane flux observations. In BAWLD, wetlands occupied 3.2 × 106 km2 (14 % of domain) with a 95 % confidence interval between 2.8 and 3.8 × 106 km2. Bog, fen, and permafrost bog were the most abundant wetland classes, covering ~28 % each of the total wetland area, while the highest methane emitting marsh and tundra wetland classes occupied 5 and 12 %, respectively. Lakes, defined to include all lentic open-water ecosystems regardless of size, covered 1.4 × 106 km2 (6 % of domain). Low methane-emitting large lakes (&gt; 10 km2) and glacial lakes jointly represented 78 % of the total lake area, while high-emitting peatland and yedoma lakes covered 18 and 4 %, respectively. Small (&lt; 0.1 km2) glacial, peatland, and yedoma lakes combined covered 17 % of the total lake area, but contributed disproportionally to the overall spatial uncertainty of lake area with a 95 % confidence interval between 0.15 and 0.38 × 106 km2. Rivers and streams were estimated to cover 0.12 × 106 km2 (0.5 % of domain) of which 8 % was associated with high-methane emitting headwaters that drain organic-rich landscapes. Distinct combinations of spatially co-occurring wetland and lake classes were identified across the BAWLD domain, allowing for the mapping of “wetscapes” that will have characteristic methane emission magnitudes and sensitivities to climate change at regional scales. With BAWLD, we provide a dataset which avoids double-accounting of wetland, lake and river extents, and which includes confidence intervals for each land cover class. As such, BAWLD will be suitable for many hydrological and biogeochemical modelling and upscaling efforts for the northern Boreal and Arctic region, in particular those aimed at improving assessments of current and future methane emissions. Data is freely available at https://doi.org/10.18739/A2C824F9X (Olefeldt et al., 2021).",G21-62004,,10.5194/essd-2021-140,Olefeldt-2021-The
Review Article: Global Monitoring of Snow Water Equivalent using High Frequency Radar Remote Sensing,"Leung Tsang, Michael Durand, Chris Derksen, Ana P. Barros, Do-Hyuk Kang, Hans Lievens, Hans-Peter Marshall, Jiyue Zhu, Joel Johnson, Joshua King, Juha Lemmetyinen, Melody Sandells, Nick Rutter, Paul Siqueira, Anne Nolin, Batu Osmanoglu, Carrie Vuyovich, Edward J. Kim, Drew Taylor, Ioanna Merkouriadi, Ludovic Brucker, Mahdi Navari, Marie Dumont, Richard Kelly, Rhae Sung Kim, Tien-Hao Liao, Xiaolan Xu, ","Abstract. Seasonal snow cover is the largest single component of the cryosphere in areal extent, covering an average of 46 million square km of Earth's surface (31 % of the land area) each year, and is thus an important expression of and driver of the Earth’s climate. In recent years, Northern Hemisphere spring snow cover has been declining at about the same rate (~ −13 %/decade) as Arctic summer sea ice. More than one-sixth of the world’s population relies on seasonal snowpack and glaciers for a water supply that is likely to decrease this century. Snow is also a critical component of Earth’s cold regions' ecosystems, in which wildlife, vegetation, and snow are strongly interconnected. Snow water equivalent (SWE) describes the quantity of snow stored on the land surface and is of fundamental importance to water, energy, and geochemical cycles. Quality global SWE estimates are lacking. Given the vast seasonal extent combined with the spatially variable nature of snow distribution at regional and local scales, surface observations will not be able to provide sufficient SWE information. Satellite observations presently cannot provide SWE information at the spatial and temporal resolutions required to address science and high socio-economic value applications such as water resource management and streamflow forecasting. In this paper, we review the potential contribution of X- and Ku-Band Synthetic Aperture Radar (SAR) for global monitoring of SWE. We describe radar interactions with snow-covered landscapes, characterization of snowpack properties using radar measurements, and refinement of retrieval algorithms via synergy with other microwave remote sensing approaches. SAR can image the surface during both day and night regardless of cloud cover, allowing high-frequency revisit at high spatial resolution as demonstrated by missions such as Sentinel-1. The physical basis for estimating SWE from X- and Ku-band radar measurements at local scales is volume scattering by millimetre-scale snow grains. Inference of global snow properties from SAR requires an interdisciplinary approach based on field observations of snow microstructure, physical snow modelling, electromagnetic theory, and retrieval strategies over a range of scales. New field measurement capabilities have enabled significant advances in understanding snow microstructure such as grain size, densities, and layering. We describe radar interactions with snow-covered landscapes, the characterization of snowpack properties using radar measurements, and the refinement of retrieval algorithms via synergy with other microwave remote sensing approaches. This review serves to inform the broader snow research, monitoring, and applications communities on progress made in recent decades, and sets the stage for a new era in SWE remote-sensing from SAR measurements.",G21-62005,,10.5194/tc-2021-295,Tsang-2021-Review
Impact of Winter Soil Processes on Nutrient Leaching in Cold Region Agroecosystems,"Konrad Krogstad, Grant Jensen, Mehdi Gharasoo, Laura Hug, David Rudolph, Philippe Van Cappellen, Fereidoun Rezanezhad, ","&amp;lt;p&amp;gt;High-latitude cold regions are warming more than twice as fast as the rest of the planet, with the greatest warming occurring during the winter. Warmer winters are associated with shorter periods of snow cover, resulting in more frequent and extensive soil freezing and thawing. Freeze-thaw cycles influence soil chemical, biological, and physical properties and any changes to winter soil processes may impact carbon and nutrients export from affected soils, possibly altering soil health and nearby water quality. These impacts are relevant for agricultural soils and practices in cold regions as they are critical in governing water flows and quality within agroecosystems. In this study, a soil column experiment was conducted to assess the leaching of nutrients from fertilized agricultural soil during the non-growing season. Four soil columns were exposed to a non-growing season temperature and precipitation model and fertilizer amendments were made to two of the columns to determine the efficacy of fall-applied fertilizers and compared to other two unfertilized control columns. Leachates from the soil columns were collected and analyzed for cations and anions. The experiment results showed that a transition from a freeze period to a thaw period resulted in significant loss of chloride (Cl-), sulfate (SO42-) and nitrate (NO3-). Even with low NO3- concentrations in the applied artificial rainwater and fertilizer, high NO3- concentrations (~150 mg l-1) were observed in fertilized column leachates. Simple plug flow reactor model results indicate the high NO3- leachates are found to be due to active nitrification occurring in the upper oxidized portion of the soil columns mimicking overwinter NO3- losses via nitrification in agricultural fields. The low NO3- leachates in unfertilized columns suggest that freeze-thaw cycling had little effect on N mineralization in soil. Findings from this study will ultimately be used to bolster winter soil biogeochemical models by elucidating nutrient fluxes over changing winter conditions to refine best management practices for fertilizer application.&amp;lt;/p&amp;gt;",G21-62006,,10.5194/egusphere-egu21-13853,Krogstad-2021-Impact
"Deep Learning, Explained: Fundamentals, Explainability, and Bridgeability to Process-based Modelling","Saman Razavi, ",,G21-62007,,10.1002/essoar.10506045.2,Razavi-2021-Deep
A socio-hydrologic framework for understanding conflict and cooperation in transboundary rivers,"Yongping Wei, Jing Wei, Gen Li, Shuanglei Wu, David Yu, Fuqiang Tian, Murugesu Sivapalan, ","Abstract. Increasing hydrologic variability, accelerating population growth, and resurgence of water resources development projects have all indicated increasing tensions among the riparian countries of transboundary rivers. This article aims to review the existing knowledge on conflict and cooperation in transboundary rivers from a multidisciplinary perspective and propose a socio-hydrological framework that integrates the slow and less visible societal processes with existing hydrological-economic models, revealing the hidden feedbacks between changes in societal processes and hydrological changes. This framework contributes to understanding the mechanism that drives conflict and cooperation in transboundary river management.",G21-62008,,10.5194/hess-2021-522,Wei-2021-A
Hydrogeological control of the thermal regime of a sub-alpine headwater stream,"Benjamin Roesky, Masaki Hayashi, ","Stream thermal regimes are critical to the stability of freshwater habitats. There is growing concern that climate change will result in stream warming due to rising air temperatures, decreased shading in forested areas due to wildfires, and changes in streamflow. Groundwater plays an important role in controlling stream temperatures in mountain headwaters, where it makes up a considerable portion of discharge. This study investigated the controls on the thermal regime of a headwater stream, and the surrounding groundwater processes, in a catchment on the eastern slopes of the Canadian Rocky Mountains. Groundwater discharge to the headwater spring is partially sourced by a seasonal lake. Spring, stream, and lake temperature, water level, discharge and chemistry data were used to build a conceptual model of the system. Meteorological data was used to set up a stream temperature model. A tracer test was carried out to estimate hyporheic exchange along the study reach. This study presents a unique example of an indirectly lake-headed stream i.e., where the interaction of groundwater and lake water, and the hydraulic gradient determine the resulting stream temperature. Energy balance of the stream is mainly controlled by radiation. Sensible and latent heat fluxes play a secondary role, but their effects generally cancel out. Hyporheic exchange is present but plays only a minor role in the energy balance. During snowfall events, the latent heat associated with melting of direct snowfall onto the water surface was responsible for rapid stream cooling. An increase in advective inputs from groundwater and hillslope pathways did not result in observed cooling of stream water during rainfall events. The results from this study will assist water resource and fisheries managers in adapting to stream temperature changes under a warming climate.",G21-62009,,10.22541/au.162021074.43533660/v1,Roesky-2021-Hydrogeological
Radiative feedbacks on land surface change and associated tropical precipitation shifts,"Marysa M. Laguë, Abigail L. S. Swann, William R. Boos, ","Abstract Changes in land surface albedo and land surface evaporation modulate the atmospheric energy budget by changing temperatures, water vapor, clouds, snow and ice cover, and the partitioning of surface energy fluxes. Here idealized perturbations to land surface properties are imposed in a global model to understand how such forcings drive shifts in zonal mean atmospheric energy transport and zonal mean tropical precipitation. For a uniform decrease in global land albedo, the albedo forcing and a positive water vapor feedback contribute roughly equally to increased energy absorption at the top of the atmosphere (TOA), while radiative changes due to the temperature and cloud cover response provide a negative feedback and energy loss at TOA. Decreasing land albedo causes a northwards shift in the zonal mean intertropical convergence zone (ITCZ). The combined effects on ITCZ location of all atmospheric feedbacks roughly cancel for the albedo forcing; the total ITCZ shift is comparable to that predicted for the albedo forcing alone. For an imposed increase in evaporative resistance that reduces land evaporation, low cloud cover decreases in the northern mid-latitudes and more energy is absorbed at TOA there; longwave loss due to warming provides a negative feedback on the TOA energy balance and ITCZ shift. Imposed changes in land albedo and evaporative resistance modulate fundamentally different aspects of the surface energy budget. However, the pattern of TOA radiation changes due to the water vapor and air temperature responses are highly correlated for these two forcings because both forcings lead to near-surface warming.",G21-63001,1-63,10.1175/jcli-d-20-0883.1,Laguë-2021-Radiative
