title,author,abstract,url,pages,doi,bibkey
Hydrological functioning of a beaver dam sequence and regional dam persistence during an extreme rainstorm,"Cherie J. Westbrook, Amanda Ronnquist, Angela Bedard‐Haughn, ","It is becoming increasingly popular to reintroduce beaver to streams with the hopes of restoring riparian ecosystem function or reducing some of the hydrological impacts of climate change. One of the risks of relying on beaver to enhance ecosystem water storage is that their dams are reportedly more apt to fail during floods which can exacerbate flood severity. Missing are observations of beaver dam persistence and water storage capacity during floods, information needed to evaluate the risk of relying on beaver as a nature-based flood solution. A June rainstorm in 2013 triggered the largest recorded flood in the Canadian Rocky Mountains west of Calgary, Alberta. We opportunistically recorded hydrometric data during the rainfall event at a beaver-occupied peatland that has been studied for more than a decade. We supplemented these observations with a post-event regional analysis of beaver dam persistence. Results do not support two long-held hypotheses—that beaver ponds have limited flood attenuation capacity and commonly fail during large flood events. Instead we found that 68% of the beaver dam cascade systems across the region were intact or partially intact after the event. Pond fullness, in addition to the magnitude of the water-sediment surge, emerged as important factors in determining the structural fate of dam cascade sequences. Beaver ponds at the instrumented site quickly filled in the first few hours of the rain event and levels were dynamic during the event. Water storage offered by the beaver ponds, even ones that failed, delayed downstream floodwater transmission. Study findings have important implications for reintroducing beaver as part of nature-based restoration and climate change adaptation strategies.",G20-35001,3726-3737,10.1002/hyp.13828,Westbrook-2020-Hydrological
"Predicting Variable Contributing Areas, Hydrological Connectivity, and Solute Transport Pathways for a Canadian Prairie Basin","Diogo Costa, Kevin Shook, Chris Spence, Jane Elliott, Helen Baulch, Henry Wilson, John W. Pomeroy, ",,G20-36001,,10.1029/2020wr027984,Costa-2020-Predicting
Climate Extremes and Compound Hazards in a Warming World,"Amir AghaKouchak, Felicia Chiang, Laurie S. Huning, Charlotte A. Love, Iman Mallakpour, Omid Mazdiyasni, Hamed Moftakhari, Simon Michael Papalexiou, Elisa Ragno, Mojtaba Sadegh, ","Climate extremes threaten human health, economic stability, and the well-being of natural and built environments (e.g., 2003 European heat wave). As the world continues to warm, climate hazards are expected to increase in frequency and intensity. The impacts of extreme events will also be more severe due to the increased exposure (growing population and development) and vulnerability (aging infrastructure) of human settlements. Climate models attribute part of the projected increases in the intensity and frequency of natural disasters to anthropogenic emissions and changes in land use and land cover. Here, we review the impacts, historical and projected changes,and theoretical research gaps of key extreme events (heat waves, droughts, wildfires, precipitation, and flooding). We also highlight the need to improve our understanding of the dependence between individual and interrelated climate extremes because anthropogenic-induced warming increases the risk of not only individual climate extremes but also compound (co-occurring) and cascading hazards. ▪ Climate hazards are expected to increase in frequency and intensity in a warming world. ▪ Anthropogenic-induced warming increases the risk of compound and cascading hazards. ▪ We need to improve our understanding of causes and drivers of compound and cascading hazards.",G20-37001,519-548,10.1146/annurev-earth-071719-055228,AghaKouchak-2020-Climate
"Global Groundwater Sustainability, Resources, and Systems in the Anthropocene","Tom Gleeson, Mark Cuthbert, Grant Ferguson, Debra Perrone, ","Groundwater is a crucial resource for current and future generations, but it is not being sustainably used in many parts of the world. The objective of this review is to provide a clear portrait of global-scale groundwater sustainability, systems, and resources in the Anthropocene to inspire a pivot toward more sustainable pathways of groundwater use. We examine groundwater from three different but related perspectives of sustainability science, natural resource governance and management, and Earth System science. An Earth System approach highlights the connections between groundwater and the other parts of the system and how these connections are impacting, or are impacted by, groundwater pumping. Groundwater is the largest store of unfrozen freshwater on Earth and is heterogeneously connected to many Earth System processes on different timescales. We propose a definition of groundwater sustainability that has a direct link with observable data, governance, and management as well as the crucial functions and services of groundwater. ▪ Groundwater is depleted or contaminated in some regions; it is ubiquitously distributed, which, importantly, makes it broadly accessible but also slow and invisible and therefore challenging to govern and manage. ▪ Regional differences in priorities, hydrology, politics, culture, and economic contexts mean that different governance and management tools are important, but a global perspective can support higher level international policies in an increasingly globalized world that require broader analysis of interconnections and knowledge transfer between regions. ▪ A coherent, overarching framework of groundwater sustainability is more important for groundwater governance and management than the concepts of safe yield, renewability, depletion, or stress.",G20-37002,431-463,10.1146/annurev-earth-071719-055251,Gleeson-2020-Global
Bisphenol A Electrochemical Sensor Using Graphene Oxide and β-Cyclodextrin-Functionalized Multi-Walled Carbon Nanotubes,"Arif U. Alam, M. Jamal Deen, ","Bisphenol A, an endocrine disrupting compound, is widely used in food and beverage packaging, and it then leaches in food and source water cycles, and thus must be monitored. Here, we report a simple, low-cost and sensitive electrochemical sensor using graphene oxide and β-cyclodextrin functionalized multiwalled carbon nanotubes for the detection of BPA in water. This sensor electrode system combines the high surface area of graphene oxide and carbon nanotubes, and the superior host-guest interaction capability of β-cyclodextrin. A diffusion-controlled oxidation reaction involving equal numbers of protons and electrons facilitated the electrochemical sensing of BPA. The sensor showed a two-step linear response from 0.05 to 5 μM and 5-30 μM with a limit of detection of 6 nM. The sensors also exhibited a reproducible and stable response over one month with negligible interference from common inorganic and organic species, and an excellent recovery with real water samples. The proposed electrochemical sensor can be promising for the development of simple low-cost water quality monitoring system for monitoring of BPA in water.",G20-38001,5532-5539,10.1021/acs.analchem.0c00402,Alam-2020-Bisphenol
"Fully Integrated, Simple, and Low-Cost Electrochemical Sensor Array for in Situ Water Quality Monitoring","Arif U. Alam, Dennis Clyne, Hao Jin, Nan-Xing Hu, M. Jamal Deen, ","Rapid, accurate and inexpensive monitoring of water quality parameters is indispensable for continued water safety, especially in resource-limited areas. Most conventional sensing systems either can only monitor one parameter at a time or lack user-friendly on-site monitoring capabilities. A fully integrated electrochemical sensor array is an excellent solution to this barrier. Electrochemical sensing methods involve transduction of water quality parameters where chemical interactions are converted to electrical signals. The challenge remains in designing low-cost, easy-to-use, and highly sensitive sensor array that can continuously monitor major water quality parameters such as pH, free chlorine, temperature along with emerging pharmaceutical contaminants, and heavy metal without the use of expensive laboratory-based techniques and trained personnel. Here, we overcame this challenge through realizing a fully integrated electrochemical sensing system that offers simultaneous monitoring of pH (57.5 mV/pH), free chlorine (186 nA/ppm), and temperature (16.9 mV/°C) and on-demand monitoring of acetaminophen and 17β-estradiol (<10 nM) and heavy metal (<10 ppb), bridging the technological gap between signal transduction, processing, wireless transmission, and smartphone interfacing. This was achieved by merging nanomaterials and carbon nanotube-based sensors fabricated on microscopic glass slides controlled by a custom-designed readout circuit, a potentiostat, and an Android app. The sensing system can be easily modified and programmed to integrate other sensors, a capability that can be exploited to monitor a range of water quality parameters. We demonstrate the integrated system for monitoring tap, swimming pool, and lake water. This system opens the possibility for a wide range of low-cost and ubiquitous environmental monitoring applications.",G20-39001,412-422,10.1021/acssensors.9b02095,Alam-2020-Fully
Using Statistical and Dynamical Downscaling to Assess Climate Change Impacts on Mine Reclamation Cover Water Balances,"Md. Shahabul Alam, S. Lee Barbour, Mingbin Huang, Yanping Li, ",,G20-40001,699-715,10.1007/s10230-020-00695-6,Alam-2020-Using
SemanticCloneBench: A Semantic Code Clone Benchmark using Crowd-Source Knowledge,"Farouq Al-Omari, Chanchal K. Roy, Tonghao Chen, ","Not only do newly proposed code clone detection techniques, but existing techniques and tools also need to be evaluated and compared. This evaluation process could be done by assessing the reported clones manually or by using benchmarks. The main limitations of available benchmarks include: they are restricted to one programming language; they have a limited number of clone pairs that are confined within the selected system(s); they require manual validation; they do not support all types of code clones. To overcome these limitations, we proposed a methodology to generate a wide range of semantic clone benchmark(s) for different programming languages with minimal human validation. Our technique is based on the knowledge provided by developers who participate in the crowd-sourced information website, Stack Overflow. We applied automatic filtering, selection and validation to the source code in Stack Overflow answers. Finally, we build a semantic code clone benchmark of 4000 clones pairs for the languages Java, C, C# and Python.",G20-41001,,10.1109/iwsc50091.2020.9047643,Al-Omari-2020-SemanticCloneBench:
Clone Swarm: A Cloud Based Code-Clone Analysis Tool,"Venkat Bandi, Chanchal K. Roy, Carl Gutwin, ","A code clone is defined as a pair of similar code fragments within a software system. While code clones are not always harmful, they can have a detrimental effect on the overall quality of a software system due to the propagation of bugs and other maintenance implications. Because of this, software developers need to analyse the code clones that exist in a software system. However, despite the availability of several clone detection systems, the adoption of such tools outside of the clone community remains low. A possible reason for this is the difficulty and complexity involved in setting up and using these tools. In this paper, we present Clone Swarm, a code clone analytics tool that identifies clones in a project and presents the information in an easily accessible manner. Clone Swarm is publicly available and can mine any open-sourced GIT repository. Clone Swarm internally uses NiCad, a popular clone detection tool in the cloud and lets users interactively explore code clones using a web-based interface at multiple granularity levels (Function and Block level). Clone results are visualized in multiple overviews, all the way from a high-level plot down to an individual line by line comparison view of cloned fragments. Also, to facilitate future research in the area of clone detection and analysis, users can directly download the clone detection results for their projects. Clone Swarm is available online at clone-swarm.usask.ca. The source code for Clone Swarm is freely available under the MIT license on GitHub.",G20-41002,,10.1109/iwsc50091.2020.9047642,Bandi-2020-Clone
Evaluating Performance of Clone Detection Tools in Detecting Cloned Cochange Candidates,"Md Nadim, Manishankar Mondal, Chanchal K. Roy, ","Code reuse by copying and pasting from one place to another place in a codebase is a very common scenario in software development which is also one of the most typical reasons for introducing code clones. There is a huge availability of tools to detect such cloned fragments and a lot of studies have already been done for efficient clone detection. There are also several studies for evaluating those tools considering their clone detection effectiveness. Unfortunately, we find no study which compares different clone detection tools in the perspective of detecting cloned co-change candidates during software evolution. Detecting cloned co-change candidates is essential for clone tracking. In this study, we wanted to explore this dimension of code clone research. We used six promising clone detection tools to identify cloned and non-cloned co-change candidates from six $C$ and Java-based subject systems and evaluated the performance of those clone detection tools in detecting the cloned co-change fragments. Our findings show that a good clone detector may not perform well in detecting cloned co-change candidates. The amount of unique lines covered by a clone detector and the number of detected clone fragments plays an important role in its performance. The findings of this study can enrich a new dimension of code clone research.",G20-41003,,10.1109/iwsc50091.2020.9047639,Nadim-2020-Evaluating
High-resolution meteorological forcing data for hydrological modelling and climate change  impact analysis in the Mackenzie River Basin,"Zilefac Elvis Asong, Mohamed Ezzat Elshamy, Daniel Princz, Howard Simon Wheater, John Willard Pomeroy, Alain Pietroniro, Alex Cannon, ","Abstract. Cold region hydrology is very sensitive to the impacts of climate warming. Impacts of warming over recent decades in western Canada include glacier retreat, permafrost thaw, and changing patterns of precipitation, with an increased proportion of winter precipitation falling as rainfall and shorter durations of snow cover, as well as consequent changes in flow regimes. Future warming is expected to continue along these lines. Physically realistic and sophisticated hydrological models driven by reliable climate forcing can provide the capability to assess hydrological responses to climate change. However, the provision of reliable forcing data remains problematic, particularly in data-sparse regions. Hydrological processes in cold regions involve complex phase changes and so are very sensitive to small biases in the driving meteorology, particularly in temperature and precipitation, including precipitation phase. Cold regions often have sparse surface observations, particularly at high elevations that generate a large amount of runoff. This paper aims to provide an improved set of forcing data for large-scale hydrological models for climate change impact assessment. The best available gridded data in Canada are from the high-resolution forecasts of the Global Environmental Multiscale (GEM) atmospheric model and outputs of the Canadian Precipitation Analysis (CaPA), but these datasets have a short historical record. The EU WATCH ERA-Interim reanalysis (WFDEI) has a longer historical record but has often been found to be biased relative to observations over Canada. The aim of this study, therefore, is to blend the strengths of both datasets (GEM-CaPA and WFDEI) to produce a less-biased long-record product (WFDEI-GEM-CaPA) for hydrological modelling and climate change impact assessment over the Mackenzie River Basin. First, a multivariate generalization of the quantile mapping technique was implemented to bias-correct WFDEI against GEM-CaPA at 3 h ×0.125∘ resolution during the 2005–2016 overlap period, followed by a hindcast of WFDEI-GEM-CaPA from 1979. The derived WFDEI-GEM-CaPA data are validated against station observations as a preliminary step to assess their added value. This product is then used to bias-correct climate projections from the Canadian Centre for Climate Modelling and Analysis Canadian Regional Climate Model (CanRCM4) between 1950 and 2100 under RCP8.5, and an analysis of the datasets shows that the biases in the original WFDEI product have been removed and the climate change signals in CanRCM4 are preserved. The resulting bias-corrected datasets are a consistent set of historical and climate projection data suitable for large-scale modelling and future climate scenario analysis. The final historical product (WFDEI-GEM-CaPA, 1979–2016) is freely available at the Federated Research Data Repository at https://doi.org/10.20383/101.0111 (Asong et al., 2018), while the original and corrected CanRCM4 data are available at https://doi.org/10.20383/101.0162 (Asong et al., 2019).",G20-42001,629-645,10.5194/essd-12-629-2020,Asong-2020-High-resolution
Paleo-hydrologic reconstruction of 400 years of past flows at a weekly time step for major rivers of Western Canada,"Andrew R. Slaughter, Saman Razavi, ","Abstract. The assumption of stationarity in water resources no longer holds, particularly within the context of future climate change. Plausible scenarios of flows that fluctuate outside the envelope of variability of the gauging data are required to assess the robustness of water resource systems to future conditions. This study presents a novel method of generating weekly time step flows based on tree-ring chronology data. Specifically, this method addresses two long-standing challenges with paleo-reconstruction: (i) the typically limited predictive power of tree-ring data at the annual and sub-annual scale and (ii) the inflated short-term persistence in tree-ring time series and improper use of pre-whitening. Unlike the conventional approach, this method establishes relationships between tree-ring chronologies and naturalized flow at a biennial scale to preserve persistence properties and variability of hydrological time series. Biennial flow reconstructions are further disaggregated to weekly flow reconstructions, according to the weekly flow distribution of reference 2-year instrumental periods, identified as periods with broadly similar tree-ring properties to those of every 2-year paleo-period. The Saskatchewan River basin (SaskRB) in Western Canada is selected as a study area, and weekly flows in its four major tributaries are extended back to the year 1600. The study shows that the reconstructed flows properly preserve the statistical properties of the reference flows, particularly in terms of short- to long-term persistence and the structure of variability across timescales. An ensemble approach is presented to represent the uncertainty inherent in the statistical relationships and disaggregation method. The ensemble of reconstructed weekly flows are publicly available for download from https://doi.org/10.20383/101.0139 (Slaughter and Razavi, 2019).",G20-42002,231-243,10.5194/essd-12-231-2020,Slaughter-2020-Paleo-hydrologic
A new flow for Canadian young hydrologists: Key scientific challenges addressed by research cultural shifts,"Caroline Aubry‐Wake, Lauren D. Somers, Haley Alcock, Aspen M. Anderson, Amin Azarkhish, Samuel Bansah, Nicole M. Bell, Kelly Biagi, Mariana Castaneda‐Gonzalez, Olivier Champagne, Anna Chesnokova, Devin Coone, Tasha‐Leigh J. Gauthier, Uttam Ghimire, Nathan Glas, Dylan M. Hrach, Oi Yin Lai, Pierrick Lamontagne‐Hallé, Nicolas R. Leroux, Laura Lyon, Sohom Mandal, Bouchra R. Nasri, Nataša Popović, Tracy E. Rankin, Kabir Rasouli, Alexis Robinson, Palash Sanyal, Nadine J. Shatilla, Brandon Van Huizen, Sophie Wilkinson, Jessica Williamson, Majid Zaremehrjardy, ",,G20-43001,2001-2006,10.1002/hyp.13724,Aubry‐Wake-2020-A
Anthropocene flooding: Challenges for science and society,"Saman Razavi, Patricia Gober, Holger R. Maier, Roy Brouwer, Howard Wheater, ",,G20-43002,1996-2000,10.1002/hyp.13723,Razavi-2020-Anthropocene
Time Variant Sensitivity Analysis of Hydrological Model Parameters in a Cold Region Using Flow Signatures,"Ajay Bajracharya, Hervé Awoye, Tricia Stadnyk, Masoud Asadzadeh, ","The complex terrain, seasonality, and cold region hydrology of the Nelson Churchill River Basin (NCRB) presents a formidable challenge for hydrological modeling, which complicates the calibration of model parameters. Seasonality leads to different hydrological processes dominating at different times of the year, which translates to time variant sensitivity in model parameters. In this study, Hydrological Predictions for the Environment model (HYPE) is set up in the NCRB to analyze the time variant sensitivity analysis (TVSA) of model parameters using a Global Sensitivity Analysis technique known as Variogram Analysis of Response Surfaces (VARS). TVSA can identify parameters that are highly influential in a short period but relatively uninfluential over the whole simulation period. TVSA is generally effective in identifying model’s sensitivity to event-based parameters related to cold region processes such as snowmelt and frozen soil. This can guide event-based calibration, useful for operational flood forecasting. In contrast to residual based metrics, flow signatures, specifically the slope of the mid-segment of the flow duration curve, allows VARS to detect the influential parameters throughout the timescale of analysis. The results are beneficial for the calibration process in complex and multi-dimensional models by targeting the informative parameters, which are associated with the cold region hydrological processes.",G20-44001,961,10.3390/w12040961,Bajracharya-2020-Time
Heterogeneity of the peat profile and its role in unsaturated sodium chloride rise at field and laboratory scales,"Nicole E. Balliston, Jonathan S. Price, ",,G20-45001,,10.1002/vzj2.20015,Balliston-2020-Heterogeneity
No beating around the bush: the impact of projected high‐latitude vegetation transitions on soil and ecosystem respiration,"Jennifer L. Baltzer, Oliver Sonnentag, ",,G20-46001,1591-1593,10.1111/nph.16704,Baltzer-2020-No
Improved groundwater table and L-band brightness temperature estimates for Northern Hemisphere peatlands using new model physics and SMOS observations in a global data assimilation framework,"M. Bechtold, G.J.M. De Lannoy, R.H. Reichle, D. Roose, N. Balliston, I. Burdun, K. Devito, J. Kurbatova, M. Strack, E.A. Zarov, ","Abstract There is an urgent need to include northern peatland hydrology in global Earth system models to better understand land-atmosphere interactions and sensitivities of peatland functions to climate change, and, ultimately, to improve climate change predictions. In this study, we introduced for the first time peatland-specific model physics into an assimilation scheme for L-band brightness temperature (Tb) data from the Soil Moisture Ocean Salinity (SMOS) mission to improve groundwater table estimates. We conducted two sets of model-only and data assimilation experiments using the Catchment Land Surface Model (CLSM), applying (over peatlands only) in one of them a peatland-specific adaptation (PEATCLSM). The evaluation against in-situ measurements of peatland groundwater table depth indicates the superiority of PEATCLSM model physics and additionally improved performance after assimilating SMOS Tb observations. The better performance of PEATCLSM over nearly all Northern Hemisphere peatlands is further supported by the better agreement between SMOS Tb observations and Tb estimates from the model-only and data assimilation runs. Within the data assimilation scheme, PEATCLSM reduces Tb observation-minus-forecast residuals and leads to reduced data assimilation updates of water storage components and, thus, reduced water budget imbalances in the assimilation system.",G20-47001,111805,10.1016/j.rse.2020.111805,Bechtold-2020-Improved
A global near-real-time soil moisture index monitor for food security using integrated SMOS and SMAP,"Sara Sadri, Ming Pan, Yoshihide Wada, Noemi Vergopolan, Justin Sheffield, James S. Famiglietti, Yann Kerr, Eric Wood, ","Abstract Soil Moisture (SM) is a direct measure of agricultural drought. While there are several global SM indices, none of them directly use SM observations in a near-real-time capacity and as an operational tool. This paper presents a near-real-time global SM index monitor based on integrated SMAP (Soil Moisture Active Passive) and SMOS (Soil Moisture and Ocean Salinity) remote sensing data. We make use of the short period (2015–2018) of SMAP datasets in combination with two approaches—Cumulative Distribution Function Mapping (CDFM) and Bayesian conditional process—and integrate them with SMOS data in a way that SMOS data is consistent with SMAP. The integrated SMOS and SMAP (SMOS/SMAP) has an increased global revisit frequency and a period of record from 2010 to the present. A four-parameter Beta distribution was fitted to the SMOS/SMAP dataset for each calendar month of each grid cell at ~36 km resolution for the period from 2010 to 2018. We used an asymptotic method that guarantees the values of the bounding parameters of the Beta distribution will envelop both the smallest and largest observed values. The Kolmogorov-Smirnov (KS) test showed that more grids globally will pass if the integrated dataset is from the Bayesian conditional approach. A daily global SM index map is generated and posted online based on translating each grid's integrated SM value for that day to a corresponding probability percentile relevant to the particular calendar month from 2010 to 2018. For validation, we use the Canadian Prairies Ecozone (CPE). We compare the integrated SM with the SMAP core validation and RISMA sites from ISMN, compare our indices with other models (VIC, ESA's CCI SM v04.4 integrated satellite data, and SPI-1), and make a two-by-two comparison of candidate indices using heat maps and summary CDF statistics. Furthermore, we visually compare our global SM-based index maps with those produced by other organizations. Our Global SM Index Monitor (GSMIM) performed, in many tests, similarly to the CCI's product SM index but with the advantage of being a near-real-time tool, which has applications for identifying evolving drought for food security conditions, insurance, policymaking, and crop planning especially for the remote parts of the globe.",G20-47002,111864,10.1016/j.rse.2020.111864,Sadri-2020-A
Differential impact of thermal and physical permafrost disturbances on High Arctic dissolved and particulate fluvial fluxes,"C. R. Beel, S. F. Lamoureux, J. F. Orwin, M. A. Pope, M. J. Lafrenière, N. A. Scott, ","Abstract Climate warming and changing precipitation patterns have thermally (active layer deepening) and physically (permafrost-thaw related mass movements) disturbed permafrost-underlain watersheds across much of the Arctic, increasing the transfer of dissolved and particulate material from terrestrial to aquatic ecosystems. We examined the multiyear (2006–2017) impact of thermal and physical permafrost disturbances on all of the major components of fluvial flux. Thermal disturbances increased the flux of dissolved organic carbon (DOC), but localized physical disturbances decreased multiyear DOC flux. Physical disturbances increased major ion and suspended sediment flux, which remained elevated a decade after disturbance, and changed carbon export from a DOC to a particulate organic carbon (POC) dominated system. As the magnitude and frequency of physical permafrost disturbance intensifies in response to Arctic climate change, disturbances will become an increasingly important mechanism to deliver POC from terrestrial to aquatic ecosystems. Although nival runoff remained the primary hydrological driver, the importance of pluvial runoff as driver of fluvial flux increased following both thermal and physical permafrost disturbance. We conclude the transition from a nival-dominated fluvial regime to a regime where rainfall runoff is proportionately more important will be a likely tipping point to accelerated High Arctic change.",G20-48001,,10.1038/s41598-020-68824-3,Beel-2020-Differential
An Evaluation of Block-Maximum-Based Estimation of Very Long Return Period Precipitation Extremes with a Large Ensemble Climate Simulation,"M. A. Ben Alaya, F. Zwiers, X. Zhang, ","Abstract The recurring devastation caused by extreme events underscores the need for reliable estimates of their intensity and frequency. Operational frequency and intensity estimates are very often obtained from generalized extreme value (GEV) distributions fitted to samples of annual maxima. GEV distributed random variables are “max-stable,” meaning that the maximum of a sample of several values drawn from a given GEV distribution is again GEV distributed with the same shape parameter. Long-period return value estimation relies on this property of the distribution. The data to which the models are fitted may not, however, be max-stable. Observational records are generally too short to assess whether max-stability holds in the upper tail of the observations. Large ensemble climate simulations, from which we can obtain very large samples of annual extremes, provide an opportunity to assess whether max-stability holds in a model-simulated climate and to quantify the impact of the lack of max-stability on very long period return-level estimates. We use a recent large ensemble simulation of the North American climate for this purpose. We find that the annual maxima of short-duration precipitation extremes tend not to be max-stable in the simulated climate, as indicated by systematic variation in the estimated shape parameter as block length is increased from 1 to 20 years. We explore how the lack of max-stability affects the estimation of very long period return levels and discuss reasons why short-duration precipitation extremes may not be max-stable.",G20-49001,6957-6970,10.1175/jcli-d-19-0011.1,Ben Alaya-2020-An
Influence of surface water on coarse resolution C-band backscatter: Implications for freeze/thaw retrieval from scatterometer data,"Helena Bergstedt, Annett Bartsch, Claude R. Duguay, Benjamin M. Jones, ","Abstract The freeze/thaw state of permafrost landscapes is an essential variable for monitoring ecological, hydrological and climate processes. Ground surface state can be obtained from satellite data through time series analysis of C-band backscatter from scatterometer and Synthetic Aperture Radar (SAR) observations. Scatterometer data has been used in a variety of studies concerning freeze/thaw retrieval of the land surface. Coarse spatial resolution scatterometer data has great potential for application in this field due to its high temporal resolution (approx. daily observations). In this study, we investigate the influence of sub-grid cell (12.5 km) surface water (ice free and ice covered) on freeze/thaw retrieval based on ASCAT data using a threshold algorithm. We found discrepancies related to the surface water fraction in the detected timing of thawing and freezing of up to 2 days earlier thawing for spring and 3.5 days earlier freezing for autumn for open water fractions of 40% resulting in an overestimation of the frozen season. Results of this study led to the creation of a method for correction of water fraction impact on freeze/thaw data. Additionally, this study demonstrates the applicability of a new approach to freeze/thaw retrieval which has not so far been tested for SAR, specifically Sentinel-1.",G20-50001,111911,10.1016/j.rse.2020.111911,Bergstedt-2020-Influence
An Exploratory Study to Find Motives Behind Cross-platform Forks from Software Heritage Dataset,"Avijit Bhattacharjee, Sristy Sumana Nath, Shurui Zhou, Debasish Chakroborti, Banani Roy, Chanchal K. Roy, Kevin Schneider, ","The fork-based development mechanism provides the flexibility and the unified processes for software teams to collaborate easily in a distributed setting without too much coordination overhead.Currently, multiple social coding platforms support fork-based development, such as GitHub, GitLab, and Bitbucket. Although these different platforms virtually share the same features, they have different emphasis. As GitHub is the most popular platform and the corresponding data is publicly available, most of the current studies are focusing on GitHub hosted projects. However, we observed anecdote evidences that people are confused about choosing among these platforms, and some projects are migrating from one platform to another, and the reasons behind these activities remain unknown.With the advances of Software Heritage Graph Dataset (SWHGD),we have the opportunity to investigate the forking activities across platforms. In this paper, we conduct an exploratory study on 10popular open-source projects to identify cross-platform forks and investigate the motivation behind. Preliminary result shows that cross-platform forks do exist. For the 10 subject systems in this study, we found 81,357 forks in total among which 179 forks are on GitLab. Based on our qualitative analysis, we found that most of the cross-platform forks that we identified are mirrors of the repositories on another platform, but we still find cases that were created due to preference of using certain functionalities (e.g. Continuous Integration (CI)) supported by different platforms. This study lays the foundation of future research directions, such as understanding the differences between platforms and supporting cross-platform collaboration.",G20-51001,,10.1145/3379597.3387512,Bhattacharjee-2020-An
The role of snow processes and hillslopes on runoff generation in present and future climates in a recently constructed watershed in the Athabasca oil sands region,"Kelly M. Biagi, Sean K. Carey, ","Mine reclamation in the Athabasca oil sands region Canada, is required by law where companies must reconstruct disturbed landscapes into functioning ecosystems such as forests, wetlands and lakes that existed in the Boreal landscape prior to mining. Winter is a major hydrological factor in this region as snow covers the landscape for 5 to 6 months and is ~25% of the annual precipitation, yet few studies have explored the influence of winter processes on the hydrology of constructed watersheds. One year (2017-2018) of intensive snow hydrology measurements are supplemented with six years (2013-2018) of meteorological measurements from the constructed Sandhill Fen Watershed to: 1) understand snow accumulation and redistribution, snowmelt timing, rate and partitioning, 2) apply a physically-based model for simulating winter processes on hillslopes and 3) evaluate the impact of soil prescriptions and climate change projections on winter processes in reclaimed systems. The 2017-2018 snow season was between November and April and SWE ranged between 40-140 mm. Snow distribution was primarily influenced by topography with little influence of snow trapping from developing vegetation. Snow accumulation was most variable on hillslopes and redistribution was driven by slope position, with SWE greatest at the base of slopes and decreased towards crests. Snowmelt on hillslopes was controlled by slope aspect, as snow declined rapidly on west and south-facing slopes, compared to east and north-facing slopes. Unlike results previously reported on constructed uplands, snowmelt runoff from uplands was much less (~30%), highlighting the influence of different construction materials. Model simulations indicate that antecedent soil moisture and soil temperature have a large influence on partitioning snowmelt over a range of observed conditions. Under a warmer and wetter climate, average annual peak SWE and snow season duration could decline up to 52 % and up to 61 days, respectively while snowmelt runoff ceases completely under the warmest scenarios. Results suggest considerable future variability in snowmelt runoff from hillslopes, yet soil properties can be used to enhance vertical or lateral flows.",G20-52001,3635-3655,10.1002/hyp.13836,Biagi-2020-The
Assessing the state of the art in Discrete Global Grid Systems: OGC criteria and present functionality,"Ben Bondaruk, Steven A. Roberts, Colin Robertson, ","The continuous growth of available geospatial data requires new methods for its integration, analysis, and visualization to be explored and implemented in software available to the geospatial community. Discrete Global Grid Systems (DGGS) are an emerging method for spatial data handling in the digital earth framework. DGGS are hierarchical data structures for discretizing the Earth’s surface that have seen considerable theoretical development over the last two decades. In this paper, four software implementations are reviewed, dggridR, H3, OpenEAGGR, and S2, to explore their potential applications in data modelling and GIS, as well as their performance. These software implementations were also evaluated against the recently published Open Geospatial Consortium (OGC) abstract specification. The results indicate great potential and versatility for utilizing such systems in geospatial analysis, if basic methods for converting and handling spatial features are further developed. The performance of these systems is shown to be highly scalable and operational with datasets of various sizes. Yet, it is demonstrated that the current software implementations generally fall short of fulfilling all of the OGC requirements or it was not possible to confirm their compliance. The assessment here identified that further enhancements, endorsement of OGC criteria, and their explicit acknowledgment within official documentation remain key research needs for the evaluated software packages. Further work developing operational DGGS that solve real world problems may promote greater community adoption and integration of DGGS data structures into commonly used geospatial platforms.",G20-53001,9-30,10.1139/geomat-2019-0015,Bondaruk-2020-Assessing
Testing hypothetical bias in a framed field experiment,"Roy Brouwer, Solomon Tarfasa, ","Hypothetical bias is tested based on inter- and intra-respondent comparisons of choice behavior, applying a hypothetical and real choice experiment. The inter-respondent comparison commonly applied in the environmental and agricultural economics literature consists of a control group of buyers who are asked to hypothetically choose between conventional and organic beans and an experimental group of buyers who are endowed to purchase the same beans using an identical experimental design. Hypothetical bias is tested by comparing inter- and intra-respondents’ (i) hypothetical and real choices, (ii) preference parameters of the estimated choice models related to hypothetical and real choices, and (iii) hypothetical and real willingness to pay (WTP). Choices in the experimental group are highly consistent when switching from hypothetical to real choices for this study's homegrown goods. However, after being endowed, the price sensitivity of lower income households drops, suggesting a house money effect. WTP derived from actual purchases is higher than WTP based on hypothetical choices, indicating a negative hypothetical bias, but differences are only significant in the case of the inter-respondent comparison. Actual prices paid by respondents in the field experiment appear to be considerably lower than the estimated WTP values and yield a mixed picture of hypothetical bias.",G20-54001,343-357,10.1111/cjag.12224,Brouwer-2020-Testing
