title,author,abstract,url,pages,doi,bibkey
Climate-phenology-hydrology interactions in northern high latitudes: Assessing the value of remote sensing data in catchment ecohydrological studies,"Hailong Wang, Doerthe Tetzlaff, James Buttle, Sean K. Carey, Hjalmar Laudon, James P. McNamara, Christopher Spence, Chris Soulsby, ","We assessed the hydrological implications of climate effects on vegetation phenology in northern environments by fusion of data from remote-sensing and local catchment monitoring. Studies using satellite data have shown earlier and later dates for the start (SOS) and end of growing seasons (EOS), respectively, in the Northern Hemisphere over the last 3 decades. However, estimates of the change greatly depend on the satellite data utilized. Validation with experimental data on climate-vegetation-hydrology interactions requires long-term observations of multiple variables which are rare and usually restricted to small catchments. In this study, we used two NDVI (normalized difference vegetation index) products (at ~25 & 0.5 km spatial resolutions) to infer SOS and EOS for six northern catchments, and then investigated the likely climate impacts on phenology change and consequent effects on catchment water yield, using both assimilated data (GLDAS: global land data assimilation system) and direct catchment observations. The major findings are: (1) The assimilated air temperature compared well with catchment observations (regression slopes and R2 close to 1), whereas underestimations of summer rainstorms resulted in overall underestimations of precipitation (regression slopes of 0.3-0.7, R2 ≥ 0.46). (2) The two NDVI products inferred different vegetation phenology characteristics. (3) Increased mean pre-season temperature significantly influenced the advance of SOS and delay of EOS. The precipitation influence was weaker, but delayed SOS corresponding to increased pre-season precipitation at most sites can be related to later snow melting. (4) Decreased catchment streamflow over the last 15 years could be related to the advance in SOS and extension of growing seasons. Greater streamflow reductions in the cold sites than the warm ones imply stronger climate warming impacts on vegetation and hydrology in colder northerly environments. The methods used in this study have potential for better understanding interactions between vegetation, climate and hydrology in observation-scarce regions.",G19-13001,19-28,10.1016/j.scitotenv.2018.11.361,Wang-2019-Climate-phenology-hydrology
"Using two-eyed seeing to bridge Western science and Indigenous knowledge systems and understand long-term change in the Saskatchewan River Delta, Canada","Razak Abu, Maureen G. Reed, Timothy D. Jardine, ","Although researchers now recognize that Indigenous knowledge can strengthen environmental planning and assessment, little research has empirically demonstrated how to bring together Indigenous know...",G19-14001,757-776,10.1080/07900627.2018.1558050,Abu-2019-Using
CAPS: a supervised technique for classifying Stack Overflow posts concerning API issues,"Md Ahasanuzzaman, Muhammad Asaduzzaman, Chanchal K. Roy, Kevin A. Schneider, ",,G19-15001,1493-1532,10.1007/s10664-019-09743-4,Ahasanuzzaman-2019-CAPS:
"Fire-retardant, self-extinguishing triboelectric nanogenerators","Abdelsalam Ahmed, Maher F. El-Kady, Islam Hassan, Ayman Negm, Amir Masoud Pourrahimi, Mit Muni, Ponnambalam Ravi Selvaganapathy, Richard B. Kaner, ","Abstract The development of highly sensitive sensors and power generators that could function efficiently in extreme temperatures and contact with fire can be lifesaving but challenging to accomplish. Herein, we report, for the first time, a fire-retardant and self-extinguishing triboelectric nanogenerator (FRTENG), which can be utilized as a motion sensor and/or power generator in occupations such as oil drilling, firefighting or working in extreme temperature environments with flammable and combustible materials. The device takes advantage of the excellent thermal properties of carbon derived from resorcinol-formaldehyde aerogel whose electrical, mechanical and triboelectric properties have been improved via the introduction of Polyacrylonitrile nanofibers and graphene oxide nanosheets. This FRTENG is not flammable even after 90 s of trying, whereas conventional triboelectric materials were entirely consumed by fire under the same conditions. The developed device shows exceptional charge transfer characteristics, leading to a potential difference up to 80 V and a current density up to 25 µA/m2. When integrated into firefighter's shoes, the FRTENG is able to discern the movements of a firefighter in hazardous situations, while providing the high thermal stability missing in conventional TENGs. The fire-retardant and self-extinguishing characteristics offered by the FRTENG makes it a path-breaking device for lifesaving wearable applications.",G19-16001,336-345,10.1016/j.nanoen.2019.02.026,"Ahmed-2019-Fire-retardant,"
Integrated Triboelectric Nanogenerators in the Era of the Internet of Things,"Abdelsalam Ahmed, Islam Hassan, Maher F. El‐Kady, Ali Radhi, Chang Kyu Jeong, Ponnambalam Ravi Selvaganapathy, Jean Zu, Shenqiang Ren, Qing Wang, Richard B. Kaner, ","Since their debut in 2012, triboelectric nanogenerators (TENGs) have attained high performance in terms of both energy density and instantaneous conversion, reaching up to 500 W m-2 and 85%, respectively, synchronous with multiple energy sources and hybridized designs. Here, a comprehensive review of the design guidelines of TENGs, their performance, and their designs in the context of Internet of Things (IoT) applications is presented. The development stages of TENGs in large-scale self-powered systems and technological applications enabled by harvesting energy from water waves or wind energy sources are also reviewed. This self-powered capability is essential considering that IoT applications should be capable of operation anywhere and anytime, supported by a network of energy harvesting systems in arbitrary environments. In addition, this review paper investigates the development of self-charging power units (SCPUs), which can be realized by pairing TENGs with energy storage devices, such as batteries and capacitors. Consequently, different designs of power management circuits, supercapacitors, and batteries that can be integrated with TENG devices are also reviewed. Finally, the significant factors that need to be addressed when designing and optimizing TENG-based systems for energy harvesting and self-powered sensing applications are discussed.",G19-17001,1802230,10.1002/advs.201802230,Ahmed-2019-Integrated
All printable snow-based triboelectric nanogenerator,"Abdelsalam Ahmed, Islam Hassan, Islam M. Mosa, Esraa Elsanadidy, Gayatri S. Phadke, Maher F. El-Kady, James F. Rusling, Ponnambalam Ravi Selvaganapathy, Richard B. Kaner, ","The development of power generators that can function in harsh snowy environments and in contact with snow can be beneficial but challenging to accomplish. Herein, we introduce the first snow-based triboelectric nanogenerator (snow-TENG) that can be used as an energy harvester and a multifunctional sensor based on the principle of snow-triboelectrification. In this work, we used a 3D printing technique for the precise design and deposition of the electrode and triboelectric layer, leading to flexible, stretchable and metal-free triboelectric generators. Based on the single electrode mode, the device can generate an instantaneous output power density as high as 0.2 mW/m2, an open circuit voltage up to 8 V, and a current density of 40 μA/m2. In addition, the snow-TENG can function as a miniaturized weather station to monitor the weather in real time to provide accurate information about the snowfall rate, snow accumulation depth, wind direction, and speed in snowy and/or icy environments. In addition, the snow-TENG can be used as a wearable power source and biomechanical sensor to detect human body motions, which may prove useful for snow-related sports. Unlike conventional sensor platforms, our design works without the need for batteries or image processing systems. We envision these devices could potentially be integrated into solar panels to ensure continuous power supply during snowy weather conditions.",G19-18001,17-25,10.1016/j.nanoen.2019.03.032,Ahmed-2019-All
Effects of Damming on River Nitrogen Fluxes: A Global Analysis,"Zahra Akbarzadeh, Taylor Maavara, Stephanie Slowinski, Philippe Van Cappellen, ","This code, developed in MATLAB R2018a, is a process based mass balance model
for simulating the biogeochemical cycling of nitrogen in dam reservoirs.",G19-19001,1339-1357,10.1029/2019gb006222,Akbarzadeh-2019-Effects
Electrochemical sensing of lead in drinking water using β-cyclodextrin-modified MWCNTs,"Arif Ul Alam, Matiar M.R. Howlader, Nan-Xing Hu, M. Jamal Deen, ","Heavy metal pollution is a severe environmental problem affecting many water resources. The non-biodegradable nature of the heavy metals such as lead (Pb) causes severe human health issues, so their cost-effective, sensitive and rapid detection is needed. In this work, we describe a simple, facile and low cost modifications of multiwalled carbon nanotubes (MWCNT) and \b{eta}-cyclodextrin (\b{eta}CD) through non-covalent/physical (Phys) and a covalent Steglich esterification (SE) approaches. The Phys modification approach resulted Pb detection with a limit-of-detection (LoD) of 0.9 ppb, while the SE approach showed an LoD of 2.3 ppb, both of which are well below the WHO Pb concentration guideline of 10 ppb. The MWCNT-\b{eta}CD (Phys) based electrodes show negligible interference with other common heavy metal ions such as Cd2+ and Zn2+. The MWCNT-\b{eta}CD based electrodes were of low-cost owing to their simple synthesis approaches, exhibited good selectivity and reusability. The proposed MWCNT-\b{eta}CD based electrodes is a promising technology in developing a highly affordable and sensitive electrochemical sensing system of Pb in drinking water.",G19-20001,126632,10.1016/j.snb.2019.126632,Alam-2019-Electrochemical
"Cryptic phenology in plants: Case studies, implications, and recommendations","Loren P. Albert, Natalia Restrepo‐Coupe, Marielle N. Smith, Jin Wu, Cecilia Chavana‐Bryant, Neill Prohaska, Tyeen C. Taylor, Giordane A. Martins, Philippe Ciais, Jiafu Mao, M. Altaf Arain, Wei Li, Xiaoying Shi, Daniel M. Ricciuto, Travis E. Huxman, Sean M. McMahon, Scott R. Saleska, ","Plant phenology—the timing of cyclic or recurrent biological events in plants—offers insight into the ecology, evolution, and seasonality of plant-mediated ecosystem processes. Traditionally studied phenologies are readily apparent, such as flowering events, germination timing, and season-initiating budbreak. However, a broad range of phenologies that are fundamental to the ecology and evolution of plants, and to global biogeochemical cycles and climate change predictions, have been neglected because they are “cryptic”—that is, hidden from view (e.g., root production) or difficult to distinguish and interpret based on common measurements at typical scales of examination (e.g., leaf turnover in evergreen forests). We illustrate how capturing cryptic phenology can advance scientific understanding with two case studies: wood phenology in a deciduous forest of the northeastern USA and leaf phenology in tropical evergreen forests of Amazonia. Drawing on these case studies and other literature, we argue that conceptualizing and characterizing cryptic plant phenology is needed for understanding and accurate prediction at many scales from organisms to ecosystems. We recommend avenues of empirical and modeling research to accelerate discovery of cryptic phenological patterns, to understand their causes and consequences, and to represent these processes in terrestrial biosphere models.",G19-21001,3591-3608,10.1111/gcb.14759,Albert-2019-Cryptic
Modelling farmer choices for water security measures in the Litani river basin in Lebanon,"F. Alcon, S. Tapsuwan, R. Brouwer, M. Yunes, O. Mounzer, M.D. de-Miguel, ","Lebanon is facing an increasing water supply deficit due to the increasing demand for freshwater, decreasing surface and groundwater resources and malfunctioning water governance structures. Technological and policy changes are needed to alleviate the impact of water scarcity and secure water in the future. This paper investigates farmers' preferences and willingness to pay (WTP) in a choice experiment for a series of water saving measures at plot and irrigation district level, including more timely information of water delivery. These measures are expected to strengthen water security and use water more efficiently. Farmers are willing to pay higher water prices of $0.32/m3 and $0.22/m3 to support the implementation of water saving measures at plot level and the installation of water metering devices across the irrigation district, respectively. They are not willing to pay extra for obtaining information related to their water delivery earlier in time if this means that they will also have to pay earlier in the year for the water. Farmers with higher income and education levels who decide on their cropping pattern based on expected rainfall data are more interested in taking action than farmers whose cropping decisions are primarily based on last year's sales prices. The study shows that when aiming to design more effective sustainable water management strategies, accounting for farmers' needs and preferences, their age also has to be considered: younger farmers (<40 years) are on average more interested in and willing to pay more for new water saving measures than older farmers (>40 years).",G19-22001,37-46,10.1016/j.scitotenv.2018.07.410,Alcon-2019-Modelling
Comparison of the Effects of Extraction Techniques on Mass Spectrometry Profiles of Dissolved Organic Compounds in Oil Sand Process-Affected Water,"Hattan A. Alharbi, Garrett D. Morandi, Paul D. Jones, Steve B. Wiseman, John P. Giesy, ","Recent advances in mass spectrometry have facilitated chemical characterization and profiling of complex environmental mixtures such as oil sand process-affected water (OSPW) and identification of previously unresolved chemicals. However, because OSPW is a complex mixture of salts, metals, suspended particulate matter, and dissolved organics, extraction techniques are required to reduce the effects of signal suppression/enhancement. In this work, Orbitrap, ultrahigh resolution mass spectrometry was used to perform a comprehensive comparison of solid phase extraction (SPE) and liquid–liquid extraction (LLE) techniques on profiling of dissolved organic chemicals in OSPW. When operated in negative ion mode, extraction of naphthenic acid (NAs–O2) was dependent on acidification of OSPW samples for C18 and LLE techniques. However, when applying a hydrophilic lipophilic balance (HLB) sorbent (ABN) SPE technique, the extractability of NAs was independent of pH. When operated in positive ion mode, for all extracti...",G19-23001,7001-7008,10.1021/acs.energyfuels.9b00813,Alharbi-2019-Comparison
Integrated modelling of the impacts of hydropower projects on the water-food-energy nexus in a transboundary Himalayan river basin,"T.S. Amjath-Babu, Bikash Sharma, Roy Brouwer, Golam Rasul, Shahriar M. Wahid, Nilhari Neupane, Utsav Bhattarai, Stefan Sieber, ","Abstract The sustainable development goals (SDGs) and the Paris agreement target a global cleaner energy transition with wider adaptation, poverty reduction and climate resilience benefits. Hydropower development in the transboundary Koshi river basin in the Himalayan region presents an intervention that can support the SDGs whilst meeting the regional commitments to the Paris agreement. This study aims to quantify the benefits of proposed water resource development projects in the transboundary basin (4 storage and 7 run-of-the-river hydropower dams) in terms of hydroelectric power generation, crop production and flood damage reduction. A hydro-economic model is constructed by soft coupling hydrological and crop growth simulation models to an economic optimization model. The model assesses the potential of the interventions to break the vicious cycle of poverty and water, food, and energy insecurity. Unlike previous studies, the model (a) incorporates the possibility of using hydropower to pump groundwater for irrigation as well as flood regulation and (b) quantifies the resilience of the estimated benefits under future climate scenarios from downscaled general circulation models affecting both river flows and crop growth. The results show significant potential economic benefits generated from electricity production, increased agricultural production, and flood damage control at the transboundary basin scale. The estimated annual benefits are around USD 2.3 billion under the baseline scenario and USD 2.4 billion under a future (RCP 4.5) climate scenario, compared to an estimated annual investment cost of USD 0.7 billion. The robustness of the estimated benefits illustrates the climate resilience of the water resource development projects. Contrary to the commonly held view that the benefits of these proposed projects are limited to hydropower, the irrigation and flood regulation benefits account for 40 percent of the total benefits. The simulated scenarios also show substantial irrigation gains from the construction of the ROR schemes, provided the generated power is also used for groundwater irrigation. The integrated modelling framework and results provide useful policy insights for evidence-based decision-making in transboundary river basins around the globe facing the challenges posed by the water-food-energy nexus.",G19-24001,494-503,10.1016/j.apenergy.2019.01.147,Amjath-Babu-2019-Integrated
Understanding rivers and their social relations: A critical step to advance environmental water management,"Elizabeth P. Anderson, Sue Jackson, Rebecca E. Tharme, Michael Douglas, Joseph E. Flotemersch, Margreet Zwarteveen, Chicu Lokgariwar, Mariana Montoya, Alaka Wali, Gail T. Tipa, Timothy D. Jardine, Julian D. Olden, Lin Cheng, John Conallin, Barbara Cosens, Chris Dickens, Dustin Garrick, David Groenfeldt, Jane Kabogo, Dirk J. Roux, Albert Ruhi, Angela H. Arthington, ","River flows connect people, places, and other forms of life, inspiring and sustaining diverse cultural beliefs, values, and ways of life. The concept of environmental flows provides a framework for improving understanding of relationships between river flows and people, and for supporting those that are mutually beneficial. Nevertheless, most approaches to determining environmental flows remain grounded in the biophysical sciences. The newly revised Brisbane Declaration and Global Action Agenda on Environmental Flows (2018) represents a new phase in environmental flow science and an opportunity to better consider the co-constitution of river flows, ecosystems, and society, and to more explicitly incorporate these relationships into river management. We synthesize understanding of relationships between people and rivers as conceived under the renewed definition of environmental flows. We present case studies from Honduras, India, Canada, New Zealand, and Australia that illustrate multidisciplinary, collaborative efforts where recognizing and meeting diverse flow needs of human populations was central to establishing environmental flow recommendations. We also review a small body of literature to highlight examples of the diversity and interdependencies of human-flow relationships-such as the linkages between river flow and human well-being, spiritual needs, cultural identity, and sense of place-that are typically overlooked when environmental flows are assessed and negotiated. Finally, we call for scientists and water managers to recognize the diversity of ways of knowing, relating to, and utilizing rivers, and to place this recognition at the center of future environmental flow assessments. This article is categorized under: Water and Life > Conservation, Management, and Awareness Human Water > Water Governance Human Water > Water as Imagined and Represented.",G19-25001,,10.1002/wat2.1381,Anderson-2019-Understanding
Spatial variability of mean daily estimates of actual evaporation from remotely sensed imagery and surface reference data,"Robert N. Armstrong, John W. Pomeroy, Lawrence W. Martz, ","Abstract. Land surface evaporation has considerable spatial variability that is not captured by point-scale estimates calculated from meteorological data alone. Knowing how evaporation varies spatially remains an important issue for improving parameterisations of land surface schemes and hydrological models and various land management practices. Satellite-based and aerial remote sensing has been crucial for capturing moderate- to larger-scale surface variables to indirectly estimate evaporative fluxes. However, more recent advances for field research via unmanned aerial vehicles (UAVs) now allow for the acquisition of more highly detailed surface data. Integrating models that can estimate “actual” evaporation from higher-resolution imagery and surface reference data would be valuable to better examine potential impacts of local variations in evaporation on upscaled estimates. This study introduces a novel approach for computing a normalised ratiometric index from surface variables that can be used to obtain more-realistic distributed estimates of actual evaporation. For demonstration purposes the Granger–Gray evaporation model (Granger and Gray, 1989) was applied at a rolling prairie agricultural site in central Saskatchewan, Canada. Visible and thermal images and meteorological reference data required to parameterise the model were obtained at midday. Ratiometric indexes were computed for the key surface variables albedo and net radiation at midday. This allowed point observations of albedo and mean daily net radiation to be scaled across high-resolution images over a large study region. Albedo and net radiation estimates were within 5 %–10 % of measured values. A daily evaporation estimate for a grassed surface was 0.5 mm (23 %) larger than eddy covariance measurements. Spatial variations in key factors driving evaporation and their impacts on upscaled evaporation estimates are also discussed. The methods applied have two key advantages for estimating evaporation over previous remote-sensing approaches: (1) detailed daily estimates of actual evaporation can be directly obtained using a physically based evaporation model, and (2) analysis of more-detailed and more-reliable evaporation estimates may lead to improved methods for upscaling evaporative fluxes to larger areas.",G19-26001,4891-4907,10.5194/hess-23-4891-2019,Armstrong-2019-Spatial
"Comparative valuation of potential and realized ecosystem services in Southern Ontario, Canada","Tariq Aziz, Philippe Van Cappellen, ","• Potential and realized values of a bundle of six ecosystem services are estimated for Southern Ontario, Canada. • The realized value of the ecosystem services averages 51% of the potential value. • Within the Greenbelt, a protected area surrounding the Toronto conurbation, 61% of the potential eco-services are realized. • The spatial distribution of realized ecosystem services helps inform environmental policy-making. The full production of a given ecosystem service is called the potential ecosystem service; the fraction of the potential ecosystem service that is actually used by society is referred to as the realized ecosystem service. Because they are directly contributing to human well-being, the realized ecosystem services are of particular socio-economic importance. A key challenge faced by the economic valuation of ecosystem services is how to differentiate between realized and potential ecosystem services. Here, we address this challenge for Southern Ontario, which is the most densely populated region of Canada. We apply the Co$ting Nature model to generate the combined spatial distribution and use intensity of a bundle of six ecosystem services: water provisioning and supply, water quality, carbon sequestration, carbon storage, flood regulation, and nature-based tourism. The relative distribution of the potential ecosystem services is then combined with region-specific unit values for the land covers supplying the ecosystem services. The unit values are expressed in 2017 Canadian dollars per hectare and per year. Our analysis yields a total potential value of the bundled ecosystem services of $19 billion per year for Southern Ontario. To estimate the value of the realized ecosystem services, the potential values are scaled by the corresponding relative use indices. The resulting value of the realized ecosystem services is $9.7 billion per year, that is, about 50% of the value of the potential ecosystem services. The importance of accounting for the use intensity of ecosystem services is illustrated for the Greenbelt, a protected area of about 7600 km 2 surrounding the Greater Toronto-Hamilton conurbation, which is home to more than nine million people. Within the Greenbelt, 61% of the value of potential ecosystem services is realized, significantly higher than the regional average. Of particular importance is flood regulation by the Greenbelt, given the growing threat of urban flooding in the Toronto area.",G19-27001,105-112,10.1016/j.envsci.2019.06.014,Aziz-2019-Comparative
Soil and water management: opportunities to mitigate nutrient losses to surface waters in the Northern Great Plains,"Helen M. Baulch, Jane A. Elliott, Marcos R.C. Cordeiro, Don N. Flaten, David A. Lobb, Henry F. Wilson, ","The Northern Great Plains is a key region to global food production. It is also a region of water stress that includes poor water quality associated with high concentrations of nutrients. Agricultural nitrogen and phosphorus loads to surface waters need to be reduced, yet the unique characteristics of this environment create challenges. The biophysical reality of the Northern Great Plains is one where snowmelt is the major period of nutrient transport, and where nutrients are exported predominantly in dissolved form. This limits the efficacy of many beneficial management practices (BMPs) commonly used in other regions and necessitates place-based solutions. We discuss soil and water management BMPs through a regional lens—first understanding key aspects of hydrology and hydrochemistry affecting BMP efficacy, then discussing the merits of different BMPs for nutrient control. We recommend continued efforts to “keep water on the land” via wetlands and reservoirs. Adoption and expansion of reduced tillage and perennial forage may have contributed to current nutrient problems, but both practices have other environmental and agronomic benefits. The expansion of tile and surface drainage in the Northern Great Plains raises urgent questions about effects on nutrient export and options to mitigate drainage effects. Riparian vegetation is unlikely to significantly aid in nutrient retention, but when viewed against an alternative of extending cultivation and fertilization to the waters’ edge, the continued support of buffer strip management and refinement of best practices (e.g., harvesting vegetation) is merited. While the hydrology of the Northern Great Plains creates many challenges for mitigating nutrient losses, it also creates unique opportunities. For example, relocating winter bale-grazing to areas with low hydrologic connectivity should reduce loadings. Managing nutrient applications must be at the center of efforts to mitigate eutrophication. In this region, ensuring nutrients are not applied during hydrologically sensitive periods such as late autumn, on snow, or when soils are frozen will yield benefits. Working to ensure nutrient inputs are balanced with crop demands is crucial in all landscapes. Ultimately, a targeted approach to BMP implementation is required, and this must consider the agronomic and economic context but also the biophysical reality.",G19-28001,447-477,10.1139/er-2018-0101,Baulch-2019-Soil
Evaluation and Comparison of CanRCM4 and CRCM5 to Estimate Probable Maximum Precipitation over North America,"M. A. Ben Alaya, F. Zwiers, X. Zhang, ","Abstract Recently dam managers have begun to use data produced by regional climate models to estimate how probable maximum precipitation (PMP) might evolve in the future. Before accomplishing such a task, it is essential to assess PMP estimates derived from regional climate models (RCMs). In the current study PMP over North America estimated from two Canadian RCMs, CanRCM4 and CRCM5, is compared with estimates derived from three reanalysis products: ERA-Interim, NARR, and CFSR. An additional hybrid dataset (MSWEP-ERA) produced by combining precipitation from the Multi-Source Weighted-Ensemble Precipitation (MSWEP) dataset and precipitable water (PW) from ERA-Interim is also considered to derive PMP estimates that can serve as a reference. A recently developed approach using a statistical bivariate extreme values distribution is used to provide a probabilistic description of the PMP estimates using the moisture maximization method. Such a probabilistic description naturally allows an assessment of PMP estimates that includes quantification of their uncertainty. While PMP estimates based on the two RCMs exhibit spatial patterns similar to those of MSWEP-ERA and the three sets of reanalyses on the continental scale over North America, CanRCM4 has a tendency for overestimation while CRCM5 has a tendency for modest underestimation. Generally, CRCM5 shows good agreement with ERA-Interim, while CanRCM4 is more comparable to CFSR. Overall, the good ability of the two RCMs to reproduce the major characteristics of the different components involved in the estimation of PMP suggests that they may be useful tools for PMP estimation that could serve as a basis for flood studies at the basin scale.",G19-29001,2069-2089,10.1175/jhm-d-18-0233.1,Ben Alaya-2019-Evaluation
Probable maximum precipitation in a warming climate over North America in CanRCM4 and CRCM5,"M. A. Ben Alaya, F. W. Zwiers, X. Zhang, ",,G19-30001,611-629,10.1007/s10584-019-02591-7,Ben Alaya-2019-Probable
Quantifying Process Connectivity With Transfer Entropy in Hydrologic Models,"Andrew Bennett, Bart Nijssen, Gengxin Ou, Martyn Clark, Grey Nearing, ",,G19-31001,4613-4629,10.1029/2018wr024555,Bennett-2019-Quantifying
Memory effects of climate and vegetation affecting net ecosystem CO2 fluxes in global forests,"Simon Besnard, Nuno Carvalhais, M. Altaf Arain, Andrew Black, Benjamin Brede, Nina Buchmann, Jiquan Chen, Jan G. P. W Clevers, Loïc P. Dutrieux, Fabian Gans, Martin Herold, Martin Jung, Yoshiko Kosugi, Alexander Knohl, Beverly E. Law, Eugénie Paul-Limoges, Annalea Lohila, Lutz Merbold, Olivier Roupsard, Riccardo Valentini, Sebastian Wolf, Xudong Zhang, Markus Reichstein, ","Forests play a crucial role in the global carbon (C) cycle by storing and sequestering a substantial amount of C in the terrestrial biosphere. Due to temporal dynamics in climate and vegetation activity, there are significant regional variations in carbon dioxide (CO2) fluxes between the biosphere and atmosphere in forests that are affecting the global C cycle. Current forest CO2 flux dynamics are controlled by instantaneous climate, soil, and vegetation conditions, which carry legacy effects from disturbances and extreme climate events. Our level of understanding from the legacies of these processes on net CO2 fluxes is still limited due to their complexities and their long-term effects. Here, we combined remote sensing, climate, and eddy-covariance flux data to study net ecosystem CO2 exchange (NEE) at 185 forest sites globally. Instead of commonly used non-dynamic statistical methods, we employed a type of recurrent neural network (RNN), called Long Short-Term Memory network (LSTM) that captures information from the vegetation and climate's temporal dynamics. The resulting data-driven model integrates interannual and seasonal variations of climate and vegetation by using Landsat and climate data at each site. The presented LSTM algorithm was able to effectively describe the overall seasonal variability (Nash-Sutcliffe efficiency, NSE = 0.66) and across-site (NSE = 0.42) variations in NEE, while it had less success in predicting specific seasonal and interannual anomalies (NSE = 0.07). This analysis demonstrated that an LSTM approach with embedded climate and vegetation memory effects outperformed a non-dynamic statistical model (i.e. Random Forest) for estimating NEE. Additionally, it is shown that the vegetation mean seasonal cycle embeds most of the information content to realistically explain the spatial and seasonal variations in NEE. These findings show the relevance of capturing memory effects from both climate and vegetation in quantifying spatio-temporal variations in forest NEE.",G19-32001,e0211510,10.1371/journal.pone.0211510,Besnard-2019-Memory
